GEOID,TOT_VOTES,REP_VOTES,DEM_VOTES,OTH_VOTES
35003000006,672,462,152,58
35003000003,1701,1000,589,112
35003000004,1264,925,295,44
35003000002,2309,1685,414,210
35003000009,361,244,93,24
35003000001,2128,1397,630,101
35003000005,1376,936,351,89
35003000008,962,668,234,60
35003000007,1350,913,324,113
35005000010,3584,2922,460,202
35005000001,2309,1779,429,101
35005000046,583,462,74,47
35005000044,106,90,2,14
35005000041,4123,2887,998,238
35005000008,3692,2638,870,184
35005000005,2381,1709,559,113
35005000007,3288,2377,750,161
35005000002,2165,1489,555,121
35005000036,2907,2127,670,110
35005000105,1637,1137,399,101
35005000009,4260,3131,932,197
35005000003,2518,1685,702,131
35005000020,2357,1597,633,127
35005000021,2862,1969,758,135
35005000012,2116,1713,280,123
35005000101,2663,1805,692,166
35005000092,1331,853,388,90
35005000072,1872,1045,745,82
35005000074,878,506,326,46
35005000073,1290,959,259,72
35005000045,80,76,3,1
35005000102,2124,1393,558,173
35005000106,1162,777,281,104
35005000104,451,407,8,36
35015000040,628,536,16,76
35005000103,1150,821,237,92
35005000017,2674,1954,577,143
35005000011,1800,1341,379,80
35005000004,2265,1473,671,121
35005000016,1542,1020,457,65
35005000006,2400,1621,651,128
35005000022,2924,1725,1014,185
35005000013,2693,1611,910,172
35005000014,2361,1340,875,146
35005000015,1454,864,473,117
35005000025,1305,720,496,89
35005000051,698,294,341,63
35005000042,1133,514,539,80
35005000024,1048,519,440,89
35005000023,1715,1033,584,98
35005000031,2240,1283,798,159
35005000032,1063,552,468,43
35005000035,1749,974,663,112
35005000033,1466,827,538,101
35005000034,1069,484,515,70
35005000061,999,303,632,64
35005000081,1016,541,421,54
35005000082,1728,989,637,102
35005000052,1997,1163,705,129
35005000043,1329,579,645,105
35005000062,1270,454,758,58
35005000063,1268,471,724,73
35005000064,1566,528,955,83
35005000071,1851,1382,357,112
35005000090,1398,668,619,111
35005000091,2862,1661,1055,146
35005000085,1532,1015,464,53
35005000084,2225,1384,696,145
35005000083,1235,807,370,58
35005000093,3021,1818,1041,162
35005000094,1070,531,480,59
35005000095,967,405,501,61
35041000004,1383,1130,128,125
35005000047,21,21,0,0
35006000001,685,550,58,77
35006000017,2274,202,1898,174
35006000029,1297,107,1043,147
35006000002,1129,416,647,66
35006000019,1308,767,447,94
35006000027,1357,623,615,119
35006000009,2108,967,1012,129
35006000010,2225,988,1101,136
35006000011,3147,1324,1630,193
35006000012,1575,714,746,115
35006000008,2203,877,1162,164
35006000016,1807,947,757,103
35006000014,2310,1469,711,130
35006000007,2375,1238,958,179
35006000015,2583,1412,1013,158
35006000013,1416,620,706,90
35006000028,1629,824,716,89
35006000004,1478,1023,342,113
35006000006,713,423,224,66
35006000026,2595,447,1844,304
35006000005,3189,695,2213,281
35006000003,414,190,187,37
35006000025,768,131,582,55
35006000024,1207,159,930,118
35006000020,2011,307,1538,166
35006000021,1020,146,752,122
35006000023,347,29,274,44
35006000022,1023,146,794,83
35006000018,897,285,555,57
35007000002,1741,680,959,102
35007000016,2703,1232,1319,152
35007000001,2221,1137,888,196
35007000008,3654,1821,1567,266
35007000009,882,437,372,73
35007000003,1353,645,611,97
35007000004,1475,743,601,131
35007000007,1164,609,439,116
35007000010,516,352,136,28
35059000001,1601,1184,248,169
35007000017,1263,447,740,76
35007000018,469,182,279,8
35007000022,2834,1558,1150,126
35007000005,2305,979,1133,193
35007000021,2260,1024,1103,133
35007000011,715,320,361,34
35007000019,485,88,355,42
35007000012,866,392,419,55
35007000015,1647,866,718,63
35007000014,872,415,407,50
35007000013,529,226,269,34
35007000020,1401,460,862,79
35009000001,535,476,30,29
35009000002,739,686,24,29
35009000034,513,463,24,26
35009000010,1781,1402,304,75
35009000015,2240,1344,738,158
35009000012,2763,1566,1035,162
35009000031,1103,705,308,90
35009000003,755,626,87,42
35009000009,2150,954,1039,157
35009000011,4015,2517,1258,240
35009000008,2402,1059,1189,154
35009000013,1987,1277,592,118
35009000020,1829,937,739,153
35009000014,2260,1533,592,135
35009000041,1014,589,363,62
35009000021,1070,612,371,87
35009000004,2219,1881,128,210
35037000001,646,537,13,96
35041000006,1492,1261,97,134
35009000016,184,175,0,9
35037000002,384,356,13,15
35009000040,2838,2112,584,142
35009000019,1823,1368,377,78
35009000017,3183,2384,640,159
35009000037,3678,2701,799,178
35009000024,2763,1880,743,140
35009000042,1833,1241,485,107
35009000018,3692,2720,821,151
35009000038,1775,1301,396,78
35009000039,2380,1751,531,98
35009000035,2926,2419,372,135
35009000032,1553,1162,301,90
35009000033,2430,1837,427,166
35009000025,810,220,519,71
35009000026,940,431,428,81
35009000022,971,487,399,85
35009000027,557,274,267,16
35009000023,2203,1742,333,128
35009000005,1167,783,295,89
35009000028,849,392,386,71
35009000030,1408,1170,177,61
35009000036,933,749,122,62
35009000029,1167,567,533,67
35009000006,895,231,573,91
35009000007,1518,419,1001,98
35011000004,707,216,419,72
35011000003,1514,910,460,144
35011000001,408,345,23,40
35011000002,2467,1728,531,208
35017000001,2070,1519,460,91
35017000035,400,268,96,36
35017000002,2206,1173,897,136
35017000006,337,224,97,16
35017000010,952,459,452,41
35017000029,1730,629,1013,88
35017000025,1741,327,1344,70
35017000026,1608,373,1158,77
35017000027,1465,281,1110,74
35017000005,3835,1930,1706,199
35017000009,1022,335,624,63
35017000022,2957,731,2095,131
35017000037,2156,1170,877,109
35017000011,2878,1629,1094,155
35017000033,1960,995,841,124
35017000032,881,153,683,45
35017000008,3107,1521,1441,145
35017000036,1940,902,951,87
35017000030,2277,1342,832,103
35017000031,255,194,22,39
35017000012,3158,1353,1655,150
35017000038,3848,1535,2132,181
35017000013,3790,1724,1902,164
35017000007,1763,751,931,81
35017000019,1733,355,1277,101
35017000014,3491,1140,2149,202
35017000016,3200,1177,1848,175
35017000018,1927,420,1402,105
35017000039,2324,1002,1205,117
35017000015,3691,1203,2286,202
35017000017,1501,727,705,69
35017000021,743,113,600,30
35017000020,2927,619,2141,167
35017000004,457,214,227,16
35017000003,196,66,126,4
35017000023,1028,496,470,62
35017000024,1353,441,872,40
35017000034,1798,459,1252,87
35017000028,2173,491,1588,94
35019000004,1018,276,643,99
35019000005,1991,528,1338,125
35019000001,2985,1008,1795,182
35019000002,2833,913,1705,215
35019000003,2448,832,1415,201
35021000001,1016,697,288,31
35021000003,166,121,39,6
35021000002,1788,801,795,192
35023000004,1063,862,156,45
35023000001,2462,1034,1250,178
35023000003,2686,860,1696,130
35023000002,1675,440,1150,85
35023000006,1912,1527,277,108
35023000005,732,418,268,46
35029000001,1195,545,579,71
35029000002,2975,1758,1058,159
35029000015,1066,313,662,91
35029000007,2402,1098,1154,150
35029000005,2037,997,921,119
35029000013,3218,2096,952,170
35029000016,2427,1544,777,106
35029000014,2921,1612,1095,214
35029000017,2004,1055,840,109
35029000003,4174,2528,1451,195
35029000009,2617,1267,1210,140
35029000010,2225,1111,1000,114
35029000011,1821,623,1097,101
35029000008,2612,719,1748,145
35029000012,2463,886,1447,130
35029000006,2981,1205,1577,199
35029000004,2443,503,1688,252
35033000005,1243,330,841,72
35033000001,2877,752,1963,162
35033000002,2456,555,1768,133
35033000003,1288,397,821,70
35033000008,1415,399,943,73
35033000009,519,135,330,54
35047000014,189,95,61,33
35033000010,730,247,452,31
35033000007,795,155,601,39
35033000011,1155,308,762,85
35033000004,1490,344,1042,104
35033000006,765,220,491,54
35037000011,3032,1738,1108,186
35037000006,2031,1459,423,149
35037000003,1259,911,226,122
35037000012,1993,1281,598,114
35037000010,1276,345,780,151
35037000007,2089,627,1273,189
35037000009,2739,1420,1134,185
35037000008,1093,579,426,88
35037000005,3568,2849,530,189
35037000004,388,339,19,30
35059000009,383,339,6,38
35039000006,1113,153,904,56
35039000001,2371,347,1915,109
35039000038,3725,873,2675,177
35039000040,2915,775,1973,167
35039000010,2814,628,2050,136
35039000011,3104,964,1981,159
35039000044,2906,899,1842,165
35039000007,2745,416,2155,174
35039000008,1174,265,806,103
35039000012,1981,646,1222,113
35039000009,1624,437,1091,96
35039000046,2580,729,1675,176
35039000036,2602,809,1652,141
35039000027,358,123,215,20
35039000043,1868,458,1312,98
35039000002,3237,655,2416,166
35039000013,3678,1046,2473,159
35039000014,2063,465,1527,71
35039000015,876,212,604,60
35039000004,3774,992,2542,240
35039000003,2305,657,1520,128
35039000041,3593,363,3042,188
35039000016,1478,360,1058,60
35039000017,697,48,596,53
35039000022,487,116,330,41
35039000033,439,90,309,40
35039000030,768,439,274,55
35039000018,1994,677,1153,164
35039000019,1398,563,763,72
35039000020,3564,1358,1954,252
35039000021,319,94,196,29
35039000045,1622,300,1202,120
35039000024,2506,426,1876,204
35039000026,1283,411,792,80
35039000025,767,538,170,59
35039000005,1993,442,1434,117
35039000037,721,149,542,30
35039000034,11,0,10,1
35039000023,1002,259,682,61
35039000035,2812,620,2028,164
35039000031,2651,400,2113,138
35039000032,1534,443,1012,79
35039000042,765,169,552,44
35039000039,3875,980,2714,181
35039000029,66,30,34,2
35039000028,135,14,108,13
35041000011,1510,1127,294,89
35041000008,1625,511,1009,105
35041000005,1145,994,67,84
35041000018,2279,1839,350,90
