GEOID,TOTAL_POP,TOTAL_VAP,WHITE_VAP,HISPANIC_VAP,BLACK_VAP,NATIVE_VAP,ASIAN_VAP,PACIFIC_VAP,MINORITY_VAP
010330014-1,1048,843,758,18,43,16,8,0,85
010330014-2,1639,1254,1138,41,41,22,9,2,116
010330014-3,1321,967,657,34,211,23,30,0,310
010330017-4,1430,1142,800,35,263,43,3,0,342
010330017-1,1264,1000,890,20,66,6,18,0,110
010330011-1,1042,833,545,24,235,24,4,2,288
010330002-2,3014,2410,1373,51,956,31,2,0,1037
01085000031,598,488,93,4,387,8,3,0,395
01077000008,2564,2015,1916,34,16,33,6,1,99
01077000003,2716,2142,2023,31,9,62,7,2,119
01071000004,2181,1743,1590,15,11,117,5,1,153
01071000028,2901,2318,2090,86,17,117,5,0,228
01071000001,3360,2670,2302,31,177,140,15,0,368
01071000002,243,202,173,1,0,22,1,0,29
01071000003,4352,3346,2689,131,319,186,13,1,657
01071000006,1108,870,748,13,37,62,3,1,122
01113000501,5851,4333,803,206,3292,95,39,18,3530
01039000021,965,761,733,8,7,11,2,0,28
01039000001,10370,8037,5735,171,1866,142,114,6,2302
01071000015,468,374,305,29,12,28,4,0,69
01049000003,18610,13922,10330,2336,622,855,103,12,3592
01049000004,17182,13236,11533,719,150,769,52,3,1703
01039000007,1009,825,706,7,81,26,4,0,119
01103001001,1400,1098,990,50,11,48,5,0,108
01103001901,1194,885,797,12,44,30,1,0,88
01103001502,7245,5521,4764,169,298,198,49,2,757
01095000026,7979,6230,5702,160,42,205,97,7,528
01095000028,2651,1998,1637,288,29,58,11,0,361
01095000010,22410,15728,10124,4268,783,704,184,16,5604
01095000001,7779,6183,5114,209,599,181,79,2,1069
01095000015,1784,1368,1228,47,30,48,12,0,140
01095000021,2418,1835,1665,44,4,101,11,1,170
01095000019,1840,1491,1375,21,5,56,15,2,116
01095000012,3138,2539,2354,46,24,99,15,1,185
01095000002,10247,7567,5822,1176,206,333,74,74,1745
01095000007,1914,1632,1502,33,19,46,12,1,130
01095000008,1136,980,847,39,17,56,14,0,133
01095000030,3517,2653,2487,28,26,91,5,2,166
01113000002,7688,5949,4510,195,1019,146,54,20,1439
01113000706,879,699,372,24,269,31,3,6,327
01083000101,28753,22360,16062,1697,3677,656,268,47,6298
01083001001,6219,4779,3443,522,637,176,14,5,1336
01083001401,1685,1356,776,185,331,75,3,3,580
01083000201,25316,19861,14363,690,3874,486,415,28,5498
01083000801,6991,5332,4492,331,263,186,35,11,840
01083000401,3272,2539,2283,35,118,68,15,0,256
01083000301,10748,8318,7458,254,219,263,81,10,860
01039000023,840,662,629,4,9,19,4,1,33
010130012.2,2871,2277,921,36,1249,29,59,1,1356
01071000021,14971,11926,10189,478,629,466,128,11,1737
01113000405,11099,8119,3033,265,4665,145,55,20,5086
01113000301,366,272,172,13,79,11,0,0,100
01075001301,365,303,298,1,1,2,0,0,5
01103000901,3801,3009,2673,142,28,126,30,2,336
01103000701,2183,1754,1537,42,83,56,15,0,217
01075002001,161,126,121,0,2,0,3,0,5
01049000002,18656,13588,10407,2448,91,767,31,10,3181
01049000001,17160,13174,11144,1097,173,841,84,6,2030
01103003012,1127,1026,386,31,590,16,8,3,640
01103001601,2983,2266,1739,185,230,98,15,2,527
01103000401,2124,1735,1571,37,38,46,23,3,164
01103000309,1876,1380,894,171,238,68,31,6,486
01103000601,1092,917,788,14,58,40,3,1,129
01103000201,706,558,484,32,3,31,8,0,74
01103000307,1619,1254,709,247,263,44,9,5,545
01103000308,8271,6286,3219,1308,1530,193,80,10,3067
01103003015,5877,4546,2830,417,1102,138,75,3,1716
01077000001,2018,1586,1516,15,12,47,3,0,70
01077000006,5101,3905,3531,52,152,115,29,0,374
01017000008,3229,2652,873,71,1697,31,5,0,1779
01017000009,712,584,332,4,242,4,3,0,252
01017000010,1078,893,402,19,444,28,2,1,491
010170010-A,280,244,183,4,55,1,1,0,61
01017000001,613,538,477,11,34,20,5,1,61
01017000003,339,288,189,3,91,0,4,0,99
010170003-A,106,89,76,2,12,0,0,0,13
01017000004,291,254,212,2,37,3,0,0,42
01071000039,672,541,488,5,3,42,2,0,53
01071000038,1515,1184,1053,7,3,112,7,0,131
01071000029,1898,1520,1369,9,6,131,5,0,151
01071000010,1908,1535,1232,38,180,83,2,0,303
010330017-2,2435,1859,1431,49,291,43,41,0,428
010330002-4,2014,1578,1471,24,36,43,4,0,107
010330002-3,2307,1802,1318,34,371,73,10,0,484
010330002-1,1336,1095,823,32,201,38,3,0,272
010330002-5,1158,906,778,17,85,20,2,0,128
01103003010,7748,6131,4221,256,1389,145,124,9,1910
01103001401,2649,2089,1872,52,35,101,13,2,217
01071000030,1401,1116,1020,7,4,80,5,0,96
01095000024,2343,1850,1564,202,21,64,17,1,286
01085000131,1338,977,255,11,703,5,7,0,722
01103002401,911,689,618,13,4,44,4,0,71
010330004-1,2340,1858,1512,35,265,37,3,2,346
010330017-5,3531,2795,1987,69,597,78,58,1,808
010330017-6,3842,2902,1961,106,670,78,79,2,941
01071000020,596,467,412,5,0,47,2,1,55
01071000014,1344,1108,993,13,19,73,5,0,115
01071000022,1592,1261,1115,35,5,99,0,0,146
01071000013,517,418,384,5,9,22,1,0,34
01071000018,129,105,98,2,0,4,1,0,7
01075000701,577,447,396,2,43,3,2,0,51
01031000029,7263,5456,3896,547,642,216,188,32,1560
01031000028,7928,5757,4128,559,644,158,299,33,1629
01005000011,601,510,188,9,305,5,3,0,322
01005000007,575,469,125,2,330,9,1,0,344
01005000009,1055,871,381,12,472,9,2,1,490
01005000006,2836,2491,886,29,1584,2,3,1,1605
01005000010,501,420,291,9,103,13,2,0,129
01005000008,351,290,63,1,226,0,1,0,227
0100500008A,272,215,118,5,85,5,3,0,97
01013000009,455,354,174,0,179,1,1,2,180
01013000008,489,359,211,5,134,4,6,0,148
01013012.4A,981,780,422,7,348,7,0,0,358
01035000131,735,603,362,1,209,31,2,0,241
01013012.4B,2237,1632,333,17,1260,25,10,1,1299
01013000002,299,235,201,0,27,1,3,1,34
010130012.3,3443,2637,1263,59,1258,29,35,5,1374
01083000901,3829,3136,2744,112,183,71,23,4,392
01071000024,2152,1691,1528,33,19,100,7,1,163
01113000702,678,544,174,18,343,7,2,0,370
01075001501,985,814,730,3,80,0,0,1,84
01075001401,1140,879,583,10,265,17,1,1,296
010330018-1,2197,1712,1564,22,58,59,3,0,148
010330007-1,175,141,127,3,3,8,0,0,14
01035000061,130,92,24,1,65,2,0,0,68
01083001101,2288,1866,952,76,708,68,67,4,914
01039000003,7467,5795,4593,85,935,126,38,0,1202
01039000014,842,645,600,4,27,10,6,0,45
01001000018,2762,2051,1778,32,170,42,15,9,273
01001000016,12213,9213,6508,347,2068,199,87,30,2705
01001000013,2269,1655,1252,40,281,38,24,1,403
01001000004,10255,7434,4825,303,1630,155,483,14,2609
01001000007,4440,3305,2844,64,286,92,18,1,461
01001000011,602,506,177,25,290,10,5,1,329
01077000104,1715,1439,1144,63,177,46,11,5,295
01019000010,1874,1468,1337,54,16,54,3,2,131
01031000011,1995,1495,1152,80,180,53,25,2,343
01031000026,735,587,332,26,206,20,11,1,255
01031000013,815,668,531,4,106,26,2,1,137
01031000012,343,268,236,0,20,8,0,0,32
01031000016,2424,1923,1468,27,371,44,6,3,455
01031000025,1215,989,285,29,665,10,3,2,704
01031000003,807,673,479,9,158,34,1,2,194
01031000017,1148,933,827,11,51,30,12,2,106
010330003-1,517,436,304,7,111,10,4,1,132
010330013-1,1111,946,879,7,32,17,4,0,67
010330008-1,361,293,261,8,2,22,0,0,32
01039000009,2323,1866,1506,49,255,42,7,0,360
01031000020,913,714,629,10,43,29,1,0,85
01031000023,2464,1940,1734,71,47,65,21,5,206
01077000012,4839,3859,3327,74,307,99,38,4,532
01077000007,4649,3724,3437,47,98,106,25,0,287
01077000106,2260,1630,941,167,488,37,8,5,689
01083000501,839,614,557,25,8,19,3,0,57
01039000018,1048,818,602,8,176,21,7,0,216
01039000015,1294,1066,967,11,52,25,7,0,99
01083001301,10669,7167,4760,334,1095,202,791,12,2407
010130014.5,1843,1458,548,12,888,12,0,1,910
01013000018,971,782,542,5,226,9,2,1,240
01071000032,437,343,307,7,4,19,0,0,36
01085000051,798,654,143,2,506,2,6,1,511
01013000017,236,197,127,4,54,3,8,0,70
01075001701,468,398,386,6,2,6,0,0,12
01075000301,141,112,88,6,16,3,1,0,24
01075002201,163,124,86,35,1,5,0,0,38
01075000201,533,401,359,7,18,15,0,0,42
01035000041,708,596,152,1,436,6,1,0,444
01035000062,881,710,514,7,172,11,3,0,196
01035000152,346,295,182,1,104,8,0,0,113
01077000011,2516,2098,1859,50,93,67,23,2,239
010330001-1,2037,1726,1566,29,93,34,8,1,160
01077000102,1708,1292,309,28,927,23,9,3,983
01077000100,1255,1023,768,70,172,11,9,2,255
01077000015,2429,1973,1581,33,320,40,6,0,392
01077000107,2258,1860,1416,52,302,56,40,1,444
01035000081,482,370,326,5,30,10,1,0,44
01035000101,350,286,152,1,129,4,0,0,134
01035000111,1442,1121,636,53,405,16,24,4,485
01073003040,9144,7103,5396,202,728,120,651,5,1707
01073003210,5549,4251,2556,174,1021,40,449,0,1695
01073005010,14092,11124,4403,1005,4656,224,889,31,6721
01073003110,3632,2860,2415,70,233,48,82,2,445
01073003130,3376,2559,2330,61,73,44,45,2,229
01073003090,5343,4020,2277,152,1473,99,18,4,1743
01073003250,1823,1336,169,174,976,18,7,1,1167
01073003060,8626,6791,1603,227,4878,63,24,3,5188
01073001350,1878,1301,69,23,1207,13,10,1,1232
01073005070,6932,5668,4833,215,334,70,184,5,835
01073005140,6566,4699,3880,160,248,71,328,11,819
01073005160,6208,5452,4041,209,793,75,311,1,1411
01073003160,8055,5839,3614,173,1465,88,481,1,2225
01073003310,632,559,436,24,64,15,17,0,123
01073002350,5680,4960,2313,215,1945,76,432,2,2647
01073004060,7835,5568,1254,647,3608,82,15,8,4314
01073004180,3897,3013,2310,208,352,116,16,3,703
01073005040,6662,4976,4578,76,75,61,171,3,398
01073005130,4756,3497,3320,44,30,27,62,0,177
01073001120,4309,3386,815,197,2335,61,38,4,2571
01073001230,2658,2088,322,102,1639,33,20,0,1766
01073001110,4013,3241,1382,69,1725,44,25,0,1859
01073004040,10161,7611,5877,228,1063,179,230,10,1734
01073004080,7710,5645,4802,77,563,90,85,3,843
01073004230,2266,1755,901,405,390,39,15,1,854
01073003260,1913,1531,1400,43,33,43,9,2,131
01073003200,2088,1711,1159,44,441,59,11,3,552
01073003100,5527,4294,4038,43,35,147,10,3,256
01073003070,5999,4675,4331,62,104,132,24,2,344
01073002190,2197,1708,20,37,1641,17,7,1,1688
01073002050,3792,2988,82,100,2802,26,11,1,2906
01073001150,3271,2542,981,80,1413,63,10,0,1561
01073003120,4235,3277,1642,87,1489,60,10,1,1635
01073001320,2061,1575,542,55,942,36,8,2,1033
01073001160,2936,2235,313,94,1817,12,4,1,1922
01073001090,4162,3306,415,57,2811,35,7,0,2891
01073001240,2172,1772,27,21,1721,8,6,0,1745
01073000021,2672,2131,103,22,2000,13,2,0,2028
01073001050,4882,3636,348,155,3101,47,9,4,3288
01073003020,13971,11020,6963,300,3376,211,133,7,4057
01073003080,6694,5428,3062,304,1721,105,258,2,2366
01073003270,1464,1152,552,53,520,27,6,0,600
01073003300,1347,1064,877,11,111,55,1,4,187
01083000601,1532,1214,1123,21,20,38,7,0,91
010330012-1,2667,2086,1957,47,13,42,14,1,129
010330011-2,1479,1160,591,24,517,26,5,1,569
01073004070,6828,5117,1708,788,2497,112,25,62,3409
01073001060,5324,4129,550,256,3291,46,18,6,3579
01073004015,6719,5374,4700,130,320,138,67,3,674
01073004200,5086,3798,2004,623,999,138,63,6,1794
01075002101,259,215,213,0,0,1,0,0,2
010330001-2,1374,1100,925,15,122,28,5,1,175
01039000016,2189,1720,1609,14,46,26,18,0,111
01073003170,4231,3616,2364,24,1175,40,6,1,1252
01073004050,7405,5864,4134,172,1329,175,48,2,1730
01073004110,4981,3779,2173,205,1298,87,29,2,1606
01073004090,5852,4557,2425,263,1696,91,73,9,2132
01073001270,1838,1466,94,58,1307,15,4,0,1372
01073002230,2119,1851,1675,44,74,26,30,0,176
01073001190,2926,2224,168,172,1853,45,3,21,2056
01073004010,10490,8211,6199,190,1407,197,189,12,2012
01073003280,1645,1256,981,33,191,39,10,1,275
01073004210,3077,2362,2208,11,52,56,16,0,154
01073001250,2671,2197,655,91,1405,46,8,1,1542
01073002100,2441,1964,90,82,1785,15,17,6,1874
01073002170,2693,2178,87,58,2019,24,6,0,2091
01073002040,4747,3771,161,70,3508,37,13,3,3610
01073002290,1833,1412,23,19,1368,6,2,1,1389
01073002030,2957,2333,81,70,2182,17,3,4,2252
01075000501,427,326,315,1,3,4,1,0,11
01075000102,2101,1643,1371,17,238,11,2,0,272
01115000004,10434,7876,7134,97,350,220,50,2,742
01115000003,4416,3540,2450,58,935,66,6,2,1090
01115000025,4202,3001,2298,50,516,81,34,0,703
01115000015,5812,4415,3463,117,683,107,29,4,952
01115000016,2852,2280,2084,47,53,52,14,1,196
01115000024,3446,2627,2228,36,251,70,31,3,399
01115000010,2261,1706,1527,60,60,53,0,0,179
01075000801,240,200,198,0,0,1,1,0,2
01075000402,354,312,298,0,7,7,0,0,14
01075000902,814,653,526,5,115,4,0,0,127
01057000501,1346,1029,942,25,34,32,4,1,87
01065000008,576,448,230,3,213,6,4,1,218
01005000005,12935,9723,4712,470,4378,139,74,3,5011
01005000001,862,693,414,10,254,12,5,1,279
01005000004,1290,1048,707,22,297,22,3,1,341
01073002160,4221,3750,1398,132,2156,25,50,5,2352
01073002310,1991,1631,132,66,1421,15,5,0,1499
01073002010,6291,4891,147,128,4623,59,8,4,4744
01073002260,1743,1429,16,170,1237,17,6,0,1413
01073003140,3337,2731,2038,45,582,38,19,3,693
01073003050,8856,6817,3295,387,2964,128,38,1,3522
01073003150,3837,3043,2817,24,67,94,4,3,226
01073001010,10562,8007,1779,418,5671,108,56,0,6228
01073004160,6202,4329,726,213,3353,60,16,3,3603
01073004030,9756,6969,1674,298,4883,101,27,16,5295
01057000901,1472,1080,960,17,68,30,6,0,120
01057001501,275,224,202,7,3,5,1,0,22
01021000050,1647,1248,1073,68,95,19,1,0,175
01021000240,2696,2036,1109,174,707,49,8,3,927
01115000009,2100,1631,1364,15,190,47,6,2,267
01115000007,3156,2349,2015,57,171,85,13,1,334
01115000017,12576,9592,7792,317,939,290,204,5,1800
01115000030,2082,1648,1400,67,121,38,18,1,248
01115000023,2028,1527,1354,64,18,55,5,0,173
01041000011,562,467,405,2,38,18,0,0,62
01065000006,1324,1064,171,2,887,3,1,2,893
01073001020,7929,5875,1620,210,3936,78,64,3,4255
01073004100,5322,4057,1941,186,1791,85,73,4,2116
01095000025,4516,3491,3227,88,22,115,10,0,264
01095000018,2213,1657,1414,154,10,84,9,2,243
01073002370,703,576,6,2,560,5,0,0,570
01073002390,1134,923,31,30,856,12,5,0,892
01073003010,948,736,435,27,244,25,4,0,301
01073003025,1310,1043,294,57,661,22,20,0,749
01073003290,1155,934,710,12,186,17,1,1,224
01073003030,9052,7085,2876,73,4012,113,14,6,4209
01073004170,4612,3331,2959,53,172,113,25,2,372
01073001260,2204,1637,186,148,1285,15,11,1,1451
01073004150,3246,2659,1985,118,459,64,14,2,674
01073002200,2522,1990,62,53,1870,24,2,0,1928
01073002060,4211,3338,98,66,3167,20,8,1,3240
01073001330,2202,1401,56,49,1290,19,3,3,1345
01073001360,1928,1276,352,43,860,16,10,2,924
01073004130,3955,3059,2515,47,385,97,18,0,544
01073001100,3115,2370,119,52,2192,24,0,3,2251
01035001141,532,406,82,35,285,3,2,0,324
01035000042,374,314,87,7,216,6,0,1,227
01073002090,3096,2573,105,225,2230,46,9,1,2468
01073005290,335,250,41,35,148,9,15,2,209
01073005210,3808,2911,2095,242,404,56,106,7,816
01073002430,1690,1654,964,73,354,21,237,3,690
01073002420,2411,2329,1279,147,531,30,342,2,1050
01073002250,1682,1351,5,41,1302,5,2,0,1346
01073001300,2461,2001,39,124,1824,27,0,2,1962
01073001340,1436,1165,100,142,910,16,5,3,1065
01073005100,5846,4336,3283,155,567,86,245,3,1053
01073005050,10177,8283,4987,263,2757,69,216,3,3296
01073005030,6736,5228,4012,168,552,72,410,3,1216
01073005220,2486,1888,1713,46,39,22,57,0,175
01073005020,7168,5294,4796,116,155,51,167,0,498
01073005120,5262,4014,3059,143,413,52,336,2,955
01065000003,196,155,106,0,46,3,2,0,49
01021000260,4293,3352,2838,79,326,71,37,0,514
01021000270,2942,2160,1634,226,220,47,26,0,526
01115000020,2027,1637,1346,33,193,43,15,1,291
01115000019,4948,3939,3285,90,415,79,60,1,654
01021000030,1656,1250,1122,16,93,16,0,0,128
01073004140,4022,3018,1830,291,797,90,16,3,1188
01073005090,6970,5440,4346,240,646,128,56,3,1094
01039000002,549,428,403,5,6,10,3,0,25
01099001302,110,85,38,5,42,0,0,0,47
01019000012,5946,4846,4367,78,260,99,24,5,479
01019000008,2892,2310,2067,25,140,64,9,1,243
01019000015,1184,907,772,12,104,18,1,0,135
01019000018,1148,913,882,9,3,17,1,1,31
01019000020,1098,874,834,5,13,20,1,0,40
01099000306,672,543,304,7,229,3,2,0,239
01099000005,742,611,210,3,385,12,1,0,401
01099001301,1158,917,758,0,66,88,3,2,159
01099001405,194,149,118,1,19,7,1,0,31
01099000303,2745,2164,1073,11,1013,32,23,0,1091
01025000006,173,150,28,1,118,3,0,0,122
01025000020,3940,3079,1971,14,1048,17,23,1,1108
01025000014,1259,1002,341,5,652,5,3,0,661
01073003220,2305,1820,1700,18,15,57,4,3,120
01073004020,8998,6888,5714,110,798,101,159,1,1174
01073003190,1922,1594,105,29,1444,17,3,3,1489
01073002120,1973,1561,42,51,1470,13,5,1,1519
01073003015,7514,5799,4348,226,788,94,344,8,1451
01073004190,3162,2719,1551,147,938,38,57,0,1168
01073004220,2887,2464,1268,116,950,68,81,1,1196
01073005190,2801,2071,1942,26,35,22,46,0,129
01073005150,4787,4197,3472,231,357,74,65,0,725
01073001370,814,677,12,20,641,4,0,1,665
01073002300,2358,2150,958,39,1112,9,27,24,1192
01073003240,1765,1403,1276,15,38,49,9,0,127
01073003320,329,278,231,9,28,8,2,0,47
01073001210,1955,1585,138,42,1394,17,9,3,1447
01043000171,3447,2630,2380,93,11,116,10,5,250
01043000010,16016,12362,10999,588,198,319,190,15,1363
01043000181,3397,2625,2373,111,12,92,15,3,252
01043000300,2323,1876,1700,72,15,69,15,0,176
01043000360,1596,1209,1044,47,19,49,18,8,165
01043000340,1449,1074,925,55,5,51,25,1,149
01043000350,1245,966,869,50,5,34,8,0,97
01079002801,1721,1337,1030,31,96,185,6,3,307
01079000601,733,585,396,20,123,50,5,2,189
01079000501,883,698,359,23,287,20,9,2,339
01115000021,499,382,353,5,12,9,1,0,29
01021000170,4652,3489,2514,797,82,136,11,1,975
01021000140,2776,2126,1844,190,37,46,7,5,282
01115000026,3983,2973,2318,87,419,104,34,1,655
01115000031,3904,2806,2128,63,516,63,38,0,678
01015000004,15136,11730,9467,685,1174,326,72,7,2263
01015000017,3396,2690,2430,40,118,79,8,2,260
01015000013,3773,2863,1805,255,617,72,109,4,1058
01015000019,8980,7043,5042,228,1474,173,109,10,2001
01015000014,1268,1001,962,6,11,15,4,1,39
01015000005,6576,5101,4090,152,602,154,75,30,1011
01015000015,18027,14186,5442,475,7940,284,114,19,8744
01015000009,5408,4214,3521,92,445,114,23,5,693
01015000016,913,728,672,13,23,14,0,0,56
01015000010,1201,945,865,28,22,27,3,3,80
01073002150,2333,1822,71,251,1489,31,8,2,1751
01073005240,2552,1872,1714,29,49,29,41,2,158
01073005280,1324,1127,1054,23,13,23,16,0,73
01073001180,3091,2369,203,167,1976,30,15,3,2166
01073001070,4391,3822,2968,96,610,54,72,5,854
01073001220,2281,1846,219,87,1511,26,15,2,1627
01073001290,1601,1106,56,32,1011,15,1,1,1050
01073004250,1237,968,833,25,52,42,11,7,135
01043000142,709,558,526,8,2,12,7,2,32
01043000032,2037,1555,1383,63,44,50,9,0,172
01043000250,673,499,457,13,0,13,7,0,42
01115000014,748,572,507,11,24,29,3,0,65
01043000202,1101,846,802,13,1,15,3,3,44
01043000120,2210,1782,1670,27,13,65,5,0,112
01043000090,1192,953,900,9,4,30,3,0,53
01073004120,4968,3736,1904,181,1564,73,42,6,1832
01073004240,1385,1156,860,63,178,33,17,0,296
01073001040,4095,3330,60,20,3236,10,3,2,3270
01073002130,5227,4951,3989,179,572,92,124,0,962
01073002080,5023,4796,2757,195,1170,63,584,19,2039
01073002320,2876,2526,1116,214,1043,43,125,6,1410
01073002220,3814,3448,2183,227,489,81,445,11,1265
01073005080,5544,4059,3783,72,65,45,76,0,276
01073005250,2196,1868,1451,58,262,39,53,3,417
01115000012,5175,4252,3678,56,388,81,36,3,574
01117000022,6047,4456,3559,123,439,82,229,6,897
01117000032,3473,2698,2050,55,199,41,333,2,648
01021000200,3173,2406,2008,180,163,37,15,1,398
01019000009,757,658,577,4,64,10,1,0,81
01019000001,752,611,582,4,3,15,4,0,29
01023000013,2548,2022,1288,30,667,17,18,2,734
01023000023,449,369,142,3,218,4,1,1,227
01023000024,294,243,101,0,139,0,1,0,142
01023000046,363,298,258,4,33,4,1,1,40
01023000001,724,570,167,3,397,4,0,0,403
01023000003,76,58,22,0,36,0,0,0,36
01023000039,641,531,343,4,173,8,2,0,188
01023000049,632,508,135,1,372,0,0,0,373
01023000043,268,220,139,1,77,5,1,0,81
01023000041,179,146,130,0,13,2,0,0,16
01023000036,185,142,52,1,88,0,0,0,90
01023000033,202,160,155,1,0,4,0,0,5
01023000042,95,64,52,0,11,1,0,0,12
01021000120,1642,1292,1185,40,31,37,2,1,107
01021000220,1370,1078,907,43,112,20,3,0,171
01073002140,3305,2513,323,318,1853,43,3,5,2190
01073002110,3165,2158,29,46,2079,22,1,0,2129
01073002340,1851,1401,173,101,1130,14,2,1,1228
01073002210,2822,2170,555,343,1242,45,8,3,1615
01073003230,2381,1824,905,158,722,35,11,3,919
01073002240,2304,1860,134,156,1562,27,3,2,1726
01073005170,4844,3377,2790,132,258,50,138,1,587
01073002020,6757,5457,2119,504,2602,73,211,6,3338
01073001080,3159,2498,45,37,2418,5,7,2,2453
01117000020,11033,8486,5950,1274,839,246,199,15,2536
01117000029,10336,7924,5187,1024,1280,204,256,12,2737
01117000025,2892,2202,875,435,820,65,28,2,1327
01117000016,3008,2276,2098,34,34,55,45,1,178
01117000007,5919,4208,3486,127,390,123,66,4,722
01117000024,11126,8365,6127,647,1182,219,183,17,2238
01117000008,3425,2737,2194,100,263,50,105,3,543
01117000034,9599,6865,4162,476,1965,191,71,4,2703
01117000035,9427,6978,4468,350,1884,173,97,5,2510
01117000037,6762,5444,4116,199,974,126,13,4,1328
01117000041,1826,1519,1425,26,9,36,7,3,94
01117000039,2773,2245,1996,55,106,56,9,0,249
01117000038,1545,1137,1058,20,24,30,4,4,79
01117000005,1858,1499,1122,23,305,37,5,0,377
01015000012,4634,3481,2883,172,267,84,53,3,598
01015000002,4874,3769,3281,34,327,84,24,11,488
01127000001,5523,4326,3791,109,247,89,84,6,535
01127000014,2733,2093,1913,90,29,50,6,0,180
01015000007,2103,1696,1610,12,17,39,11,1,86
01067000007,1365,1096,674,31,339,37,11,0,422
01127000007,2968,2390,1792,273,246,59,26,0,598
01127000023,912,745,709,7,7,19,0,1,36
01127000011,976,773,735,6,13,16,0,1,38
01127000019,550,468,442,3,6,12,0,0,26
01127000022,2632,2083,1743,41,235,47,3,6,340
01015000020,3331,2595,1947,136,384,61,69,8,648
01015000018,1750,1331,1225,18,42,33,10,0,106
01015000022,10588,8778,5822,434,2202,153,195,15,2956
01015000001,15277,12961,7182,364,4725,256,409,27,5779
01015000021,1793,1388,1224,19,96,28,12,0,164
01019000017,1217,992,930,8,21,25,4,0,62
01073005260,1128,892,835,15,15,7,24,2,57
01073001140,3324,2763,1262,86,1339,48,34,1,1501
01073005180,3020,2067,1999,20,6,18,22,0,68
