GEOID,TOT_VOTES,REP_VOTES,DEM_VOTES,OTH_VOTES
2403316-098,0,0,0,0
2403306-029,2556,142,2373,41
2403314-008,6871,734,5964,173
2403317-002,8063,895,6957,211
2403316-002,3808,695,2950,163
2403314-009,13265,2452,10538,275
2403312-015,9213,666,8393,154
2403317-010,13693,1014,12369,310
2403317-006,5049,421,4499,129
2403307-009,13581,1257,12126,198
2403307-015,7749,554,7115,80
2401506-001,14477,10814,3248,415
2401509-001,8117,6155,1749,213
2401505-002,9619,5980,3295,344
24015ZZZZZZ,0,0,0,0
2401505-005,13960,9606,3854,500
2401507-002,13410,7819,5224,367
2401507-003,3041,1878,1053,110
2401506-003,2771,2167,538,66
2401505-004,6213,3262,2677,274
2401504-001,15516,9107,5893,516
2401503-006,7679,5200,2227,252
2401504-002,6981,2791,3948,242
2402101-001,13332,7126,5750,456
2403318-001,11666,470,11010,186
2403320-007,4710,262,4362,86
2403317-003,8085,725,7205,155
2403317-005,5484,402,4981,101
2403113-068,9343,690,8445,208
2403312-001,5859,792,4948,119
2403302-005,5604,621,4894,89
2403302-098,5,0,5,0
2403319-004,5319,577,4620,122
2403302-006,11723,1114,10355,254
2403313-014,14930,902,13817,211
2403313-013,7017,518,6404,95
2403307-013,8442,791,7538,113
2403306-010,10002,540,9259,203
2403306-023,6424,377,5932,115
2403306-001,12475,694,11585,196
2403318-007,10190,466,9554,170
2400902-008,11392,6805,4269,318
2402115-002,12027,8221,3391,415
2402126-001,15706,8269,6926,511
2400111-000,3641,1897,1638,106
2400123-000,6165,3870,2082,213
2400106-001,4064,2000,1911,153
2400122-001,4524,2758,1594,172
2400122-002,377,274,98,5
2400104-002,1804,1010,686,108
2400104-005,2433,1536,807,90
2400303-015,7229,5115,1907,207
2400303-011,11075,7760,3007,308
2400304-004,9554,5594,3555,405
2400306-027,4736,2915,1667,154
2400302-022,9425,5578,3484,363
2400306-012,8294,2697,5308,289
2400306-011,4555,1492,2904,159
2402701-001,11581,4998,6095,488
2400301-015,7375,3982,3149,244
2400301-013,3737,1602,1966,169
24510ZZZZZZ,3,1,2,0
2402701-015,14188,3123,10562,503
2402706-030,4329,917,3276,136
2402702-018,9050,3790,4889,371
2402705-014,3269,1101,2032,136
2402702-004,7515,1994,5297,224
2400305-017,10979,5470,5114,395
2400301-001,8327,5043,3018,266
2402701-021,8889,2088,6503,298
2403708-009,10413,3293,6733,387
2403708-011,6801,3358,3063,380
24037ZZZZZZ,7,5,2,0
2403708-002,6385,3857,2242,286
2402702-006,6733,2585,3837,311
2402702-012,9111,3722,4989,400
2402706-027,9789,2358,7083,348
2402702-010,5899,1974,3711,214
2402706-001,7623,2669,4638,316
2402701-006,7620,2691,4597,332
2400129-002,6605,4250,2150,205
2400106-003,1919,1056,778,85
2400114-000,1358,574,716,68
2400126-000,7266,3601,3356,309
2400118-000,5504,4491,882,131
2400307-027,9803,5461,4038,304
2400303-022,7458,4507,2697,254
2400303-020,7705,5523,1937,245
2400307-023,9668,5526,3804,338
2400307-005,11456,6273,4773,410
2400303-017,8697,6346,2057,294
2400302-013,6515,3328,2906,281
2400102-000,2806,2245,477,84
2400104-004,4716,2918,1654,144
2402703-005,14515,6735,7270,510
2402706-029,17725,4489,12612,624
2402706-012,3656,876,2653,127
2402705-016,7653,1799,5572,282
2402706-033,8430,2512,5596,322
2402706-026,11562,2599,8558,405
2400301-022,17928,5091,12231,606
2400301-025,5530,2814,2518,198
2400307-017,5443,2458,2741,244
2400302-008,9043,5179,3533,331
2400302-016,4776,2738,1886,152
2400306-004,2869,563,2197,109
2400103-000,2724,2256,413,55
2402703-004,1039,474,533,32
2402703-006,8762,4425,3978,359
2402701-007,2998,1008,1877,113
2402706-014,7436,1582,5589,265
2402704-003,10011,6125,3555,331
2402701-016,3031,1425,1468,138
2402702-016,10586,3950,6314,322
2402706-004,11115,3856,6833,426
2402706-009,8517,1403,6851,263
2401507-001,11954,8617,2979,358
2401503-003,10248,5562,4326,360
2401502-002,6921,4375,2332,214
2401505-001,7417,4908,2242,267
2401503-004,1430,1010,398,22
2403308-001,4746,1962,2620,164
2400902-007,10022,6522,3196,304
2403313-003,6621,456,6049,116
2403313-008,5474,263,5119,92
2403310-006,14343,2067,11972,304
2403310-001,5833,629,5051,153
2403317-007,12709,768,11718,223
2403307-010,13336,1802,11285,249
2403307-007,11205,1931,9012,262
2403311-003,13029,1175,11634,220
2403302-001,5985,410,5449,126
2403302-007,9356,1793,7247,316
2403305-001,16965,2068,14622,275
2403312-010,14482,1950,12267,265
2403312-002,6353,537,5689,127
2403312-006,10897,537,10163,197
2400901-007,12375,6873,4982,520
2400106-006,5065,3550,1384,131
2400106-005,3549,1987,1450,112
2400108-000,7835,5940,1704,191
2400116-000,5319,4096,1110,113
2400129-001,7093,4924,2019,150
2403318-006,12320,521,11595,204
2403306-017,12362,536,11613,213
2403314-004,8504,3179,5051,274
2403306-006,9738,485,9076,177
2403306-016,9875,440,9239,196
2403320-010,3438,382,2975,81
2403321-009,4246,779,3294,173
2403312-013,11386,582,10623,181
2403309-010,9304,861,8242,201
2403701-002,7410,4711,2444,255
2401906-001,1471,1146,299,26
2403313-020,2253,133,2083,37
2403311-004,17402,2179,14895,328
2403311-001,10797,1485,9118,194
2403314-011,3418,1001,2327,90
2403314-001,10635,2069,8305,261
2403314-005,7059,2463,4316,280
2403310-002,14108,2502,11151,455
2403310-005,14534,5140,8854,540
2403310-013,15159,2520,12270,369
2403309-008,19000,1399,17348,253
2403321-003,14618,1994,12044,580
2403307-006,9179,1840,7122,217
2403307-014,7271,1800,5279,192
2403306-005,7346,424,6798,124
2403316-004,11629,1442,9896,291
2403316-003,18895,2696,15513,686
2403321-002,6977,1505,5103,369
2403319-098,0,0,0,0
2403707-001,9932,6335,3405,192
2403702-001,9615,6101,3137,377
2403702-004,2619,1630,873,116
2401502-001,7875,5020,2573,282
2401505-003,17452,11822,5060,570
2401501-001,13497,8702,4372,423
2401503-002,4825,3193,1469,163
2401503-005,3096,1478,1476,142
2400113-000,5508,4210,1156,142
2403314-003,8508,3237,5041,230
2403313-010,17168,909,15958,301
2403313-023,2926,177,2710,39
2403315-002,11214,750,10281,183
2403313-025,995,58,932,5
2403312-011,12899,1018,11642,239
2403305-006,11009,1054,9701,254
2403306-021,2234,139,2046,49
2403321-004,8104,1553,6279,272
2403301-008,2490,389,2042,59
2403320-019,7128,672,6335,121
2403320-014,1001,87,887,27
2403320-002,3471,392,2987,92
2403319-001,10918,1759,8844,315
2403302-097,0,0,0,0
2403319-005,96,3,93,0
2403319-003,9141,1446,7361,334
2403307-008,8263,1313,6751,199
2403321-006,11681,2232,8963,486
2403301-002,5861,1450,4200,211
2403320-006,7345,786,6428,131
2403320-012,5551,287,5176,88
2403320-013,2298,174,2080,44
2403310-012,16955,2296,14253,406
2403306-026,5449,263,5089,97
2403306-012,7576,335,7124,117
2403306-004,10248,482,9560,206
2403306-009,8051,418,7528,105
2403306-024,2901,166,2683,52
2403307-016,5141,1319,3694,128
2403507-001,9570,5487,3801,282
2403501-001,8298,6211,1902,185
2403708-004,11519,5311,5659,549
2400301-008,8683,5483,2890,310
2403502-001,15146,9831,4840,475
2401901-001,5148,3889,1175,84
2401915-001,6937,4712,2014,211
2401907-011,141,98,41,2
2401913-001,901,790,97,14
2401905-001,877,689,176,12
2401909-001,2346,1675,592,79
2401907-006,8349,4921,3166,262
2401907-003,2183,1637,511,35
2404101-002,17974,8328,9061,585
2404103-001,11693,6961,4423,309
24041ZZZZZZ,0,0,0,0
2451027-005,8423,1487,6615,321
2451027-018,6019,750,5007,262
2451027-025,3639,227,3340,72
2451008-001,331,38,283,10
2400504-007,15440,5359,9603,478
2400504-010,7159,2161,4767,231
2400509-019,9864,3214,6272,378
2400509-015,10930,2738,7804,388
2400509-017,6299,1935,4114,250
2400502-011,13602,1300,12018,284
2400514-010,9267,3916,5084,267
2400515-011,10164,4917,4946,301
2403109-027,16265,4327,11437,501
2403109-013,14448,3833,10155,460
2403104-006,11196,2738,8052,406
2403104-001,14860,2822,11590,448
2403104-005,11309,2991,7970,348
2403109-001,13517,2654,10488,375
2403113-018,10077,1035,8858,184
2403104-020,14698,4597,9626,475
2403110-006,8222,2269,5667,286
2403104-016,16326,4609,11258,459
2403109-002,15114,3353,11240,521
2403109-010,3117,673,2329,115
2403109-016,8420,1328,6845,247
2403109-024,8166,1840,6061,265
2403107-008,13392,2248,10750,394
2403105-003,16436,2711,13341,384
2403301-003,12640,1386,11011,243
2403105-005,10116,1710,8122,284
2403108-003,14181,5104,8632,445
2403106-015,15055,4307,10378,370
2403106-003,10918,3365,7179,374
2403106-005,17210,5540,11170,500
2403102-003,13461,2637,10405,419
2403102-005,13694,3602,9617,475
2403102-001,17931,4625,12833,473
2403102-008,16609,5216,10944,449
2403113-002,20106,3599,16047,460
2403113-030,10808,1659,8824,325
2403113-029,11356,1791,9263,302
2403113-027,12402,2040,9992,370
2400509-010,18158,5857,11688,613
2400509-005,15290,5882,8788,620
2400514-008,13274,2898,10082,294
2400514-009,14402,3768,10356,278
2400509-006,4752,1563,3030,159
2400515-018,9663,5536,3834,293
2400513-006,3827,1960,1742,125
2400508-013,12438,5899,6027,512
2400503-007,16854,8697,7719,438
2400514-012,9311,4943,3957,411
2400501-004,13679,3048,10242,389
2400501-003,12251,2684,9141,426
2400501-010,12658,4644,7376,638
2451026-024,5383,285,4985,113
2451027-026,2261,153,2040,68
2451013-007,4003,183,3715,105
2451015-002,2406,109,2235,62
2451027-067,6210,1558,4498,154
2451011-002,1830,173,1564,93
2451012-012,5575,245,5061,269
2451027-013,8445,1335,6867,243
2401917-001,722,478,231,13
2401917-002,139,86,48,5
2401908-001,3254,2229,940,85
2401910-001,841,584,242,15
2400303-021,9848,5582,3889,377
2403113-067,6982,411,6430,141
2403110-005,8369,2420,5668,281
2403104-017,11656,2366,8986,304
2403104-010,12103,2949,8801,353
2403108-012,13478,4428,8663,387
2403109-025,10275,2783,7229,263
2403113-003,8969,1970,6809,190
2403113-034,13149,2813,9895,441
2400503-001,12615,1248,11139,228
2400515-016,8079,4520,3335,224
2400501-001,13928,1350,12243,335
2400501-005,13590,2446,10790,354
2400511-003,17433,13059,3914,460
2400515-022,13589,9892,3268,429
2400513-003,9441,5250,3819,372
2400515-019,13190,9052,3746,392
2400515-021,14825,10451,4014,360
2451027-064,5740,2668,2846,226
2403113-058,16461,2614,13332,515
2403104-002,12778,3028,9305,445
2403113-059,8330,1511,6585,234
2400301-017,4689,2259,2287,143
2402307-001,4735,3543,1052,140
2402316-001,7428,5802,1381,245
2402306-001,5936,4093,1680,163
2403107-028,8490,2095,6174,221
2403110-003,10404,3159,6890,355
2403107-012,12312,2360,9619,333
2404707-001,23436,15278,7548,610
24047ZZZZZZ,0,0,0,0
2404704-001,11111,7517,3330,264
2404701-001,18522,9918,8179,425
2400301-016,6857,3285,3348,224
2400301-018,9274,3418,5623,233
2400301-009,7462,4743,2444,275
2403103-002,12874,5702,6717,455
2403113-006,11050,570,10212,268
2403105-023,16040,2208,13488,344
2403105-019,10752,3094,7357,301
2403105-018,6644,2455,3936,253
2403113-036,10822,2059,8510,253
2403113-025,13929,2371,11153,405
2403107-002,10112,2397,7417,298
2403111-000,9265,4019,4966,280
2403104-042,26,4,21,1
2403112-001,9305,5265,3744,296
2403105-011,10622,1848,8533,241
2403109-031,11786,2555,8913,318
2400303-019,8982,6563,2169,250
2400303-002,5721,3744,1776,201
2400303-012,9924,7288,2349,287
2400302-021,12708,7373,4931,404
2400303-005,10902,6282,4221,399
2400306-010,4946,2263,2521,162
2400306-013,4365,1200,3057,108
2400306-003,5242,831,4277,134
2400301-006,9068,2680,6124,264
2400301-002,7838,4597,2917,324
2404701-002,3725,2509,1115,101
2404702-001,2310,909,1365,36
2404706-003,8722,6236,2311,175
2404704-004,6278,4021,2083,174
2404104-001,15129,10546,4190,393
2400307-019,5077,3086,1831,160
2400303-010,10054,7227,2539,288
2400306-017,7180,2577,4367,236
2400306-006,4202,741,3354,107
2401305-006,2628,1399,1160,69
2401311-001,11542,8116,2981,445
2401306-002,20115,14686,4699,730
2401302-002,7805,5614,1913,278
2401307-002,11952,7915,3534,503
2401309-001,15667,10939,4184,544
2400512-001,7270,4168,2854,248
2400512-003,11076,6607,4070,399
2400501-007,8111,2037,5786,288
2401509-002,5959,4262,1471,226
2400306-024,6994,2431,4321,242
2400306-025,7531,3713,3593,225
2400307-006,11289,6894,3959,436
2401305-004,33765,19718,12646,1401
2401314-002,23397,15756,6667,974
2401306-001,23669,17378,5452,839
2404706-002,3956,3040,824,92
2404706-001,12713,8248,4144,321
2401503-001,13287,6378,6437,472
2401508-001,11453,8846,2274,333
2401916-001,1907,1420,428,59
2401907-007,1040,190,836,14
2401907-004,1748,659,1037,52
2401918-001,219,147,66,6
2403504-002,18606,11828,6142,636
2404101-005,11632,7083,4211,338
2404101-003,11308,4937,5991,380
2403504-003,17017,11575,4867,575
2403504-001,12141,7945,3786,410
2403504-006,11613,8133,3125,355
2400301-020,8200,2777,5127,296
2400301-005,6685,2483,3979,223
2400307-021,10006,6311,3425,270
2404702-004,1797,603,1157,37
2403505-001,8204,5232,2727,245
2400301-014,6590,3814,2543,233
2400301-012,9114,2097,6706,311
2404304-001,9067,7302,1561,204
2404306-001,8838,5950,2629,259
2404306-002,10281,6318,3633,330
2404319-001,8215,5438,2549,228
2404308-001,7947,5259,2461,227
2404325-001,2138,411,1664,63
2404320-001,6488,4881,1442,165
2400306-008,7343,2519,4580,244
2400303-008,9830,4363,5137,330
2400306-023,7383,3011,4091,281
2400304-024,8883,1601,6969,313
2400304-007,9337,2354,6635,348
2404516-003,5882,3019,2610,253
2404516-001,1707,993,660,54
2404517-001,5791,3125,2544,122
2403901-002,5397,2173,3115,109
24039ZZZZZZ,0,0,0,0
2403901-001,2807,1232,1505,70
2404501-003,3684,2930,674,80
2404501-002,3778,2449,1244,85
2402303-002,2065,1657,370,38
2403109-037,8870,2096,6488,286
2403106-007,15177,4309,10421,447
2403106-010,13568,2826,10331,411
2403107-004,17184,3206,13521,457
2403107-011,13817,2123,11319,375
2403103-001,15336,6441,8376,519
2403104-031,12377,2354,9674,349
2403107-025,11995,2726,8923,346
2403113-044,11307,1940,9077,290
2403113-032,13686,1680,11671,335
2403107-016,9637,1964,7380,293
2403107-009,11174,2142,8737,295
2403113-039,10351,1444,8644,263
2403105-022,5839,1234,4437,168
2403107-023,17612,4311,12784,517
2403107-032,5847,1803,3862,182
2403107-003,14236,2627,11276,333
2403107-022,10819,1947,8622,250
2403110-007,12365,3667,8321,377
2403101-003,16207,4046,11675,486
2404705-002,12342,7570,4431,341
2403910-002,133,97,36,0
2403906-001,1752,947,767,38
2404511-004,9459,5082,4113,264
2404511-003,1055,616,413,26
2404326-001,7822,5007,2568,247
2404326-004,8108,5374,2493,241
2404303-003,4686,2412,2069,205
2404302-001,10907,7419,3183,305
2404314-002,3477,2347,985,145
2403109-015,10572,1764,8509,299
2403109-028,6046,1543,4415,88
2402305-001,6022,4521,1352,149
2403912-001,2708,1869,783,56
2402304-001,2182,1891,275,16
2402301-001,5471,4106,1239,126
2402311-001,461,412,45,4
2401307-004,22266,13278,8054,934
2401304-001,24371,16328,7039,1004
2401309-002,7802,5520,2017,265
2401308-002,14331,10043,3655,633
2401308-001,19318,13874,4754,690
2401305-002,22008,13223,7803,982
2403911-001,521,415,91,15
2403904-001,3108,2044,997,67
2403107-007,9405,1604,7533,268
2451027-015,6599,622,5845,132
2451027-014,9157,2164,6644,349
2451006-001,3363,240,3041,82
2451002-001,3874,587,3138,149
2451015-016,2134,114,1988,32
2451015-011,3746,218,3424,104
2400509-003,15367,4711,10045,611
2400504-014,9522,1288,7967,267
2400510-003,6535,4059,2224,252
2400503-004,7829,1626,5918,285
2400501-015,12148,4615,6934,599
2400513-001,8103,3287,4492,324
2400513-002,6976,3749,2918,309
2400501-006,14741,1324,13130,287
2400508-002,8995,5360,3414,221
2400511-001,8165,4949,2948,268
2400515-004,10142,3324,6529,289
2403108-005,13639,5683,7517,439
2403108-001,16555,5168,10893,494
2403108-009,16250,5119,10626,505
2403104-004,8927,1696,6957,274
2403104-008,19031,3465,14992,574
2403102-011,15136,4404,10304,428
2403107-006,7783,1685,5868,230
2403107-021,6162,1497,4496,169
2403104-025,7098,1951,4970,177
2403113-035,11081,2185,8672,224
2403105-002,11841,1192,10402,247
2403109-040,9278,1974,7042,262
2403109-006,14179,3240,10563,376
2403113-043,9500,1983,7217,300
2403109-003,8129,1836,6057,236
2403104-003,16578,3556,12474,548
2403113-047,14492,1090,12992,410
2403105-009,16097,3918,11717,462
2403105-008,12505,2383,9818,304
2403107-024,12039,2868,8860,311
2403105-016,13837,3193,10297,347
2403113-061,18050,3958,13641,451
2401701-003,10816,5273,5176,367
2401701-002,10013,6123,3633,257
2401701-004,8636,5034,3367,235
2401706-006,12648,3776,8531,341
2401706-019,10261,2708,7311,242
2403107-020,11921,2840,8737,344
2404301-001,10567,6988,3272,307
2451026-003,3705,1682,1926,97
2451027-031,6808,438,6233,137
2401108-001,5863,4326,1357,180
2401907-001,2690,1495,1125,70
2401907-009,3759,1571,2055,133
2404504-003,6497,4760,1586,151
2404513-004,3834,1323,2366,145
2404508-005,3670,1820,1680,170
2402503-010,10713,6169,4084,460
2402503-012,8837,5196,3262,379
2402503-025,0,0,0,0
2402504-001,6647,4839,1582,226
2402506-006,16227,8415,7219,593
2402503-007,12627,8685,3543,399
2402503-006,14190,9957,3706,527
2402504-006,7524,5763,1490,271
2402504-003,12946,9906,2600,440
2400509-007,11191,5640,5131,420
2451019-002,4202,572,3449,181
2451026-008,5527,1833,3471,223
2451026-009,9344,3212,5690,442
2451027-017,4347,562,3612,173
2451009-006,6221,373,5715,133
2451009-014,4286,225,3955,106
2451009-007,5364,301,4907,156
2451028-006,6767,393,6226,148
2401710-001,11427,4664,6492,271
24017ZZZZZZ,0,0,0,0
2401705-001,12522,7759,4485,278
2401707-001,4705,2539,2016,150
2401708-002,9427,3714,5471,242
2402501-014,16576,10320,5609,647
2400514-005,2456,665,1715,76
2400504-009,8799,5184,3247,368
2400508-014,6944,3491,3150,303
2400509-002,8757,4248,4228,281
2451027-050,5127,472,4530,125
2451025-015,2726,536,2104,86
2451025-012,3432,1244,2080,108
2451008-004,1039,50,966,23
2451025-009,3238,116,3080,42
2451027-049,11014,2056,8638,320
2451027-008,8368,1571,6527,270
2402501-001,10561,2957,7299,305
2402501-003,5303,2166,2979,158
2402503-015,9241,5765,3134,342
2404509-007,4216,1689,2411,116
2402501-019,9332,2998,6058,276
24025ZZZZZZ,0,0,0,0
2400515-001,5083,2425,2429,229
2402902-001,6092,3661,2251,180
2402903-002,2828,1260,1458,110
2402903-001,6607,3474,2927,206
2402906-001,4787,2633,2018,136
2402905-001,8725,4938,3567,220
2400502-008,10594,934,9472,188
2451025-004,6395,2963,3177,255
2451025-003,5746,2361,3137,248
2451028-002,5584,331,5127,126
2451012-009,6345,790,5138,417
2451025-011,1894,754,1075,65
2451002-002,6123,1238,4644,241
2451027-065,8694,3813,4621,260
2402901-001,5503,3174,2173,156
2401706-014,15285,3543,11399,343
2401706-002,14062,4920,8883,259
2401701-001,11124,4492,6326,306
2401706-018,13444,1390,11830,224
2401706-003,10406,1707,8536,163
2401706-015,9159,1210,7760,189
2400503-002,9872,1591,8054,227
2400502-026,8502,1465,6772,265
2400511-022,13283,7282,5586,415
2400514-013,8682,3005,5482,195
2400515-007,10618,5222,5075,321
2400515-026,8507,6485,1782,240
2400515-006,11492,8507,2647,338
2400515-014,3914,2443,1324,147
2400512-002,8564,4536,3709,319
2404324-001,1719,1198,476,45
2404325-004,7031,3285,3483,263
2401702-001,6258,3985,2123,150
2401704-001,9892,6986,2665,241
2451008-006,6269,369,5759,141
2404313-002,5913,3648,2066,199
2404317-001,10543,4869,5243,431
2404310-005,87,42,44,1
2404310-001,9097,5440,3354,303
2404312-001,7841,5676,1940,225
2404305-001,9042,7308,1512,222
2400511-010,10951,5043,5580,328
2402502-011,9534,4644,4576,314
2402502-002,15367,10435,4416,516
2402502-006,0,0,0,0
2402506-007,1287,795,451,41
2402502-010,9671,3444,5867,360
2402502-005,532,364,141,27
2400506-001,10137,6750,2992,395
2400508-018,4846,2509,2163,174
2400508-017,10358,5108,4866,384
2451028-011,5214,449,4650,115
2451028-012,3798,493,3165,140
2451026-015,4254,296,3897,61
2451027-045,8025,1386,6386,253
2451023-003,8162,2571,5181,410
2451021-002,5276,599,4481,196
2402502-015,8440,3110,5057,273
2400502-016,5435,536,4795,104
2400508-022,9063,4090,4681,292
2402506-001,8405,3511,4557,337
2402506-003,8959,4511,4115,333
2404307-001,9625,6993,2360,272
2404323-001,12414,9751,2368,295
2400504-004,14876,4844,9458,574
2400511-006,8086,5225,2547,314
2400511-007,15740,8602,6529,609
2400515-020,14185,9246,4545,394
2400515-017,11826,3076,8489,261
2451026-014,2074,862,1130,82
2451012-008,5901,428,5078,395
2451009-004,7226,476,6516,234
2451009-009,2555,205,2278,72
2451026-002,3850,771,2961,118
2451010-001,3521,155,3301,65
2451027-062,4597,1768,2698,131
2400508-003,7409,3444,3571,394
2400514-003,12084,4856,6847,381
2404315-001,5622,4555,942,125
2401307-003,10012,5377,4181,454
2401307-001,6322,3696,2332,294
2404322-002,6250,2811,3230,209
2404318-002,8069,5112,2725,232
2402303-001,6491,5248,1069,174
2402315-001,1926,1442,437,47
2400515-025,12574,7810,4402,362
2451013-010,4904,280,4448,176
2451025-016,5015,1308,3545,162
2451020-001,3979,215,3684,80
2404322-001,4549,1614,2641,294
2401307-008,7498,5222,1960,316
2401105-001,10688,6171,4254,263
2401101-001,5648,4341,1167,140
2401102-001,13288,9551,3371,366
2401107-001,10294,6714,3317,263
2402308-002,2186,1921,231,34
2402308-001,1950,1641,277,32
2400511-014,9693,5706,3634,353
2400507-003,12391,7640,4278,473
2400507-001,15754,10649,4599,506
2451028-010,5622,523,4941,158
2451025-002,5348,402,4818,128
2451027-021,7569,425,6989,155
2451027-042,7364,1742,5343,279
2401307-006,9041,5534,3145,362
2404102-003,6130,3471,2494,165
2451027-003,2354,349,1916,89
2451001-002,6989,1327,5343,319
2400515-002,10170,6021,3785,364
2400515-013,6863,4695,1949,219
2400501-009,9735,2923,6403,409
2400503-013,8358,3379,4669,310
2400511-008,8660,5153,3156,351
2400511-015,11033,6020,4834,179
2400509-011,9564,2835,6336,393
2400509-022,14618,6251,7838,529
2400511-025,0,0,0,0
2451015-017,4883,249,4562,72
2451015-025,1585,105,1462,18
2451004-001,3470,505,2861,104
2451004-002,7380,905,6189,286
2451021-001,2905,436,2317,152
2451012-011,3068,189,2772,107
2451013-003,9117,1759,6883,475
2451018-002,4081,421,3463,197
2451027-047,4808,991,3644,173
2451027-006,9282,1103,7920,259
2402103-003,8971,4857,3796,318
2402107-007,1810,916,831,63
2403302-008,14160,1085,12764,311
2403307-004,8995,3550,5157,288
2403305-005,13845,1497,12093,255
2403305-010,4746,710,3926,110
2403306-013,9692,932,8551,209
2403305-007,12693,1594,10902,197
2403305-011,8328,740,7438,150
2403305-002,7150,1038,5997,115
2403311-002,11429,1481,9752,196
2403302-004,6973,985,5796,192
2403309-003,1473,414,1009,50
2403306-027,4058,491,3486,81
2403309-002,5010,401,4521,88
2403312-008,6667,431,6109,127
2400304-013,6982,4181,2560,241
2400305-019,6671,3699,2754,218
2400305-033,7750,4751,2712,287
2400301-011,5750,3591,1972,187
2400305-004,9619,5045,4210,364
2400306-009,7221,3272,3698,251
2402705-013,4870,1355,3312,203
2403705-002,10641,7228,3112,301
2403705-003,9862,7396,2151,315
2403703-006,5455,3014,2186,255
2403703-005,6509,4251,2039,219
2403703-003,7937,5226,2361,350
2403703-001,8806,5118,3346,342
2403708-006,6132,3567,2284,281
2403704-001,11079,7776,3004,299
2403706-004,6260,4329,1771,160
2400131-000,3984,3100,782,102
2400110-000,4776,3888,789,99
2402705-010,13080,4477,8207,396
2402706-035,17042,3894,12632,516
2400121-000,3247,2526,653,68
2403708-005,8731,5015,3314,402
2403708-008,2490,1188,1194,108
2404702-005,6018,2196,3667,155
2404702-002,5435,1646,3712,77
2404703-001,12851,9271,3209,371
2402904-002,4617,1626,2846,145
2402907-001,3462,1474,1921,67
2402904-001,6067,2220,3664,183
2402901-002,7736,4489,2964,283
2451028-008,4008,159,3755,94
2451027-039,4131,960,3046,125
2451027-010,3068,1125,1812,131
