GEOID,TOT,REP,DEM,OTH
371510000RM,12460,8355,3829,276
37193000106,4175,3130,949,96
37189000005,7590,1553,5745,292
37081000G61,8563,1716,6633,214
37081000G48,13761,2366,10946,449
37081000G50,12242,2085,9809,348
37081000H01,7188,1991,5021,176
37081000PG2,13022,9250,3462,310
37155000035,8053,5869,2056,128
37185000012,4080,2729,1284,67
370130BEADM,7957,6556,1247,154
37193000124,5881,4827,951,103
37171000001,9189,7215,1807,167
37193000107,12505,9989,2277,239
37193000128,11890,8485,3125,280
37193000103,2437,1894,474,69
37193000122,3856,3472,326,58
3719700SBCK,3887,2965,785,137
370810MON2B,8584,2543,5859,182
37081000FR1,19931,6235,13201,495
371150BEECH,11951,7587,4050,314
371510000ST,9269,7297,1801,171
3705100G11B,10534,5023,4813,698
37051CL57-1,13220,3442,9362,416
3705100CC27,14943,3387,11069,487
3705100G10C,16703,9406,6889,408
37125000VSS,9362,6183,2927,252
3712500EKWD,6429,3930,2354,145
3712500WKWD,10914,6880,3770,264
37125000CAM,11962,8659,3033,270
370510G5B-1,12695,1616,10811,268
37051000G3B,4759,2037,2596,126
37051000G8B,10695,4710,5641,344
3705100LR63,18091,3981,13599,511
37051000G8D,12464,6287,5740,437
3710900HC33,15428,11557,3490,381
3710900OB21,10906,8543,2083,280
3710900LN11,6954,3531,3251,172
3706100ROCK,4281,2359,1863,59
3716300HARR,7576,2426,5042,108
3706100CYCK,5787,4797,907,83
3713300CL10,11676,8755,2462,459
3713300NM13,5095,4276,695,124
3706100SMCA,5152,4069,1008,75
3714500SWST,9322,6004,3165,153
3708700WS-1,10132,5253,4655,224
3714500ROX4,7893,3476,4252,165
37065001001,9443,4455,4819,169
3715500018A,6936,3693,3119,124
37051000G2A,19303,5666,13167,470
3719901-BUR,14945,8622,5974,349
3719908-CRA,11656,7909,3505,242
37065001203,13423,5697,7547,179
37065001204,7323,327,6928,68
37065000101,9397,962,8312,123
370870000CR,7324,4307,2845,172
3708700FC-2,757,507,223,27
3713300HN14,10488,7539,2600,349
370950000BM,1383,1198,166,19
370130PANTE,5007,3227,1708,72
37183004-18,14972,4877,9665,430
37183001-23,24288,5725,17585,978
3712700P05A,14554,11478,2828,248
37081000G75,7828,560,7159,109
37081000SF1,16526,10072,6053,401
37081000OR1,19315,12513,6434,368
37081000G47,10795,1664,8759,372
37081000G74,9380,289,8955,136
37167000010,5685,3676,1818,191
37167000013,8608,6586,1744,278
37167000023,13525,11265,1948,312
37081000G53,12443,901,11335,207
3708100SMAD,12234,6478,5481,275
37081000G65,11345,3561,7426,358
37081000G51,7655,2066,5383,206
37167000008,6653,853,5660,140
37167000015,5978,3528,2296,154
3708100JEF2,12605,4146,8198,261
37081000G72,10354,625,9530,199
371150SOUTH,4519,2330,2039,150
37115WALNUT,5857,3368,2315,174
3701900004A,49642,26407,22158,1077
37129000W03,9656,1456,7857,343
37129000W26,11272,3746,7089,437
37019000011,10544,5489,4782,273
3701300WDPD,7084,5336,1614,134
371170000W2,12343,4441,7735,167
370150000W1,16194,5331,10672,191
370130WASHP,5659,3356,2204,99
3708100SDRI,26534,14877,11077,580
37081000G64,11641,2523,8796,322
3708100SUM2,10276,3171,6879,226
3708100H19A,5552,690,4732,130
37081000G15,6839,1723,4945,171
37081000GIB,12286,6535,5416,335
37167000017,9156,7134,1825,197
37159000022,4129,3465,559,105
37081NCLAY1,12452,7158,5052,242
3713300TL06,15199,10073,4609,517
3713300GB12,19462,13370,5453,639
371570000SE,17770,10304,7163,303
3708100NMAD,12954,6071,6626,257
371570000HU,19832,14655,4708,469
371570000MC,20617,10579,9600,438
370890000SW,12049,6819,4910,320
3708100MON3,21597,12986,8163,448
371570000IR,11903,8911,2761,231
37081000G44,9761,1397,8039,325
37081000G67,4510,145,4274,91
37081000G32,12677,5424,7053,200
37081000H03,5967,1274,4556,137
370810000GR,12219,9499,2431,289
3714100PL10,2214,1658,519,37
3714100UU17,4807,2702,2038,67
3708700000P,12243,8717,3257,269
3708700BE-1,5544,3782,1607,155
3708700BE-3,8765,5788,2758,219
3714500MTTZ,11816,7741,3805,270
37063000028,18256,9225,8607,424
370890000RG,11342,6917,4133,292
370890000SE,5980,3677,2138,165
3708900HV-2,13248,5826,7064,358
370890000SB,13981,9897,3771,313
370890000GR,12167,8848,3069,250
3714500RCTL,17987,8484,9148,355
37057000024,6319,4652,1527,140
37057000036,5166,2033,2999,134
37057000050,16309,13418,2586,305
3716300AUTR,7280,5644,1518,118
37179000009,6193,2227,3836,130
37179000006,8499,6392,1943,164
3717900020B,21889,13963,7369,557
37179000043,3673,551,3043,79
37179000039,11621,8750,2617,254
37179000015,21310,11920,8774,616
37179000040,18846,11544,6906,396
37179000008,10398,3813,6312,273
3717900029C,11631,7452,3880,299
3701300NCRK,6301,4605,1588,108
370130SURBA,9062,6798,2079,185
37045000S-C,29163,13128,15391,644
3704500KM-S,19194,11797,7024,373
37045GROVER,14012,10289,3485,238
370450MULLS,8827,7062,1569,196
370450CASAR,6456,5649,665,142
3716100010A,5754,4604,1041,109
37045SHANGI,12049,8414,3401,234
3704500S-4A,20337,10078,9877,382
3704500LATT,12148,9276,2603,269
3714100UT14,20469,14032,5849,588
37067000132,20306,10625,9142,539
3712900CF02,12859,7835,4615,409
37129000H12,17444,10076,6875,493
3712900CF01,18896,9198,9143,555
37019000003,7147,2935,4018,194
3714100GR06,6721,3400,3160,161
3716300MING,10951,8159,2630,162
37129000H11,30448,16689,12856,903
3712900CF05,14814,7758,6511,545
37129000W27,14307,2739,11131,437
37129000H08,30249,17031,12396,822
3716300LAKE,11704,4281,7247,176
3716300ROSE,6185,4401,1664,120
37081000H28,13902,5463,8087,352
3708100H29A,10741,3702,6775,264
37009000013,5286,3778,1360,148
3702700PR14,13755,9855,3496,404
3702700PR02,7002,5161,1671,170
37123000ELD,6984,5408,1452,124
37057000022,4237,3155,965,117
37057000038,4457,960,3367,130
37057000006,13055,10498,2211,346
37067000606,7519,2346,4965,208
37067000906,15492,5744,9359,389
37067000021,17331,12844,4094,393
3714100CL05,6786,2442,4225,119
37155000003,7283,5056,2128,99
371170000GR,4961,3590,1288,83
37019000018,8227,6058,1977,192
37001000035,18371,9924,8072,375
37001000064,20259,11619,8229,411
37001000128,7423,2057,5188,178
3702700PR13,13863,11362,2200,301
3702700PR07,9173,7020,1961,192
37023000062,3734,2657,983,94
37011000004,401,272,125,4
37179000012,12138,10382,1547,209
37009000018,702,497,177,28
3703300MILT,9163,3758,5276,129
3700100006N,8859,2929,5705,225
37001000129,8125,5032,2924,169
3714100MT19,16207,10428,5387,392
3714100CS04,4619,2608,1906,105
37081000G33,8725,3743,4785,197
37167000011,6376,4609,1575,192
37167000027,11536,8374,2911,251
37057000068,9013,4919,3857,237
37057000040,8744,4307,4249,188
3714100LU16,5114,3531,1466,117
370910000CM,2066,1051,988,27
370890000HS,12097,6957,4896,244
3708900HV-1,11544,5019,6224,301
370890000NW,9235,5045,3910,280
370890000EF,11108,7213,3576,319
370890000BK,6461,3496,2753,212
370890000PR,12520,7568,4586,366
370890000AT,15863,9692,5869,302
3700100012E,5898,1946,3777,175
37001000103,13791,8599,4918,274
371350000CX,26385,11464,14243,678
3700100010S,35480,15192,19430,858
370910000M1,9918,2583,7200,135
3707900BEAR,4037,2438,1533,66
37079000SH1,7577,3429,4016,132
3707900CAST,3974,2673,1258,43
37155000030,8678,5354,3136,188
370910000HV,3676,1704,1940,32
370910000A3,5200,393,4760,47
3708100JAM2,9226,4426,4574,226
3708100JEF3,18671,2951,15416,304
37081000PG1,8387,4899,3293,195
37081000H26,10035,4789,5005,241
370810SCLAY,10064,7625,2190,249
3708100SUM3,6009,4249,1628,132
3702700PR17,8054,5273,2609,172
3702700PR30,10736,5548,4904,284
37155000020,4572,2573,1944,55
37065000501,2490,1053,1407,30
37065001205,4639,119,4466,54
370130WASH2,6098,1867,4117,114
3700100012W,9196,3892,5069,235
3700100012S,4499,1298,3103,98
37001000126,9010,5057,3785,168
37001000125,9382,5276,3895,211
3707900WALS,4609,2372,2171,66
37081000G37,11272,2501,8441,330
370810H27-A,9899,4506,5128,265
370810H27-B,10293,4591,5432,270
37167000021,6597,5594,875,128
37081000G23,6919,2321,4399,199
37081000G39,6509,2311,4059,139
37081000G38,11385,3763,7383,239
37081000G09,12876,2016,10569,291
37179000003,4950,2068,2748,134
37179000016,24818,15385,8777,656
37081000H23,6516,3722,2640,154
3705700086A,15956,9310,6219,427
370290000CH,12729,8817,3627,285
37139000NIX,17624,11362,5953,309
371390SOUTH,10958,2041,8732,185
3716300GARL,5320,2272,2966,82
37129000W15,20080,4029,15397,654
3712900FP08,26095,14583,10728,784
37129000M06,14378,7898,6073,407
3713300WN04,21334,13411,7330,593
371330NE22B,21463,12309,8340,814
37129000W28,14503,4866,8994,643
3716300WBRK,6870,5066,1670,134
3710100PR38,9588,7852,1572,164
3719700DCRK,8575,6607,1718,250
370970000EM,5616,4463,1027,126
370970DV1-A,43876,29093,13707,1076
37097000CC3,41525,25162,15038,1325
37159000004,18793,14943,3364,486
37159000024,6554,5064,1319,171
370970000BE,24383,16917,6848,618
370970000FT,36005,25135,9938,932
370970000BA,22994,16462,5893,639
370970000CS,12376,8519,3523,334
37059000002,5066,3804,1138,124
37097000CC4,30799,19150,10611,1038
3709700SH-B,14270,11115,2729,426
3716300CLWE,8169,5074,2977,118
3715700LK-2,14783,9028,5437,318
371570000LI,17173,12245,4611,317
3703300PELH,13069,8696,4152,221
37183008-05,11611,4958,6389,264
37183018-06,21115,5998,14396,721
37183001-27,11032,1691,9054,287
37183019-09,24633,13233,10808,592
37183007-07,22628,8517,13525,586
37183001-34,7258,348,6781,129
37183007-04,21838,6300,14831,707
370810SWASH,4837,3639,1077,121
3708100H29B,12292,4287,7662,343
37081000H11,7555,1308,6104,143
37081000G19,7735,3509,4065,161
37081000G12,5361,927,4310,124
37081000G30,8868,4328,4336,204
37081000G36,9081,2903,6019,159
37081000G34,9467,3967,5265,235
3708100JAM1,14136,7280,6502,354
37081000H07,5487,576,4798,113
37081000G11,7758,1595,5975,188
3708100FR5A,10628,5011,5303,314
3708100JEF4,9627,4522,4908,197
37183017-03,33012,9122,22980,910
37183009-03,18074,9152,8550,372
37183005-05,37858,11773,25071,1014
37063000033,44551,9543,33877,1131
37183005-03,20873,8059,12399,415
37063000032,26568,11785,14275,508
3718320-06A,25988,9485,15666,837
37097000ST3,14535,6401,7738,396
37183001-21,20533,5068,14849,616
37183005-07,36496,10209,25400,887
37183001-35,10372,458,9740,174
37183002-02,31458,16251,14546,661
37183010-01,6700,4248,2336,116
3714100RP20,8147,4449,3418,280
37193000111,9132,6997,1921,214
370810MON2A,14760,3446,11036,278
37183020-14,33952,11513,21718,721
37183018-01,24038,5284,17828,926
37183008-11,21469,7445,13456,568
37189000020,2362,1315,994,53
370530000CH,18022,13822,3698,502
37193000101,3299,2552,667,80
37189000017,2968,1702,1208,58
37177000015,2158,1079,1053,26
37183020-12,24276,9716,14032,528
37183019-12,34759,16233,17638,888
37183019-03,16256,7966,7610,680
37183017-09,18727,1720,16626,381
37183005-06,26942,10069,16410,463
37183001-26,10802,640,9928,234
37183016-04,14282,6087,7835,360
37051EO61-2,9455,5512,3776,167
37051000G4B,7710,3931,3541,238
3705100CC15,11984,6558,5135,291
3705100CC06,5081,2446,2406,229
37125000NSP,11427,5389,5640,398
37183018-02,26099,13662,11788,649
37183001-01,10064,2114,7694,256
37183003-00,29615,13563,15369,683
370890000EV,12811,8282,4228,301
370890000FR,17101,9248,7582,271
3719906-JAC,6812,4474,2182,156
37183015-01,22315,12581,9082,652
371010PR31B,29319,16921,11627,771
37183001-16,15039,4586,10078,375
37183001-29,13386,5630,7492,264
37071000044,22661,16152,6007,502
37081000G03,8215,584,7494,137
37081000G08,10039,2180,7651,208
3708100FEN2,9818,5858,3715,245
370810NCGR1,16460,9557,6492,411
37183012-09,25683,13378,11617,688
3705100AL51,23080,14892,7705,483
37125000RBN,5627,3941,1592,94
37125000EWD,7649,5027,2408,214
37051000G4C,7729,2157,5346,226
37125000BEN,9498,6507,2865,126
37155000015,3715,690,2981,44
3715500005A,12843,4869,7809,165
3705100MR02,11787,3771,7667,349
37071000012,12595,8039,4211,345
37071000022,18790,12954,5413,423
37071000018,26847,13367,12748,732
37189000001,2569,1413,1080,76
37051000G6C,8575,5118,3257,200
3705100SH77,12192,6862,5064,266
37051000G3C,5794,3220,2441,133
370510G3A-2,10209,4159,5755,295
3705100CC21,13679,3847,9485,347
37065000701,7219,1719,5449,51
37155000029,5603,1990,3551,62
37183013-09,22380,4856,16933,591
370510G2E-2,10463,1585,8635,243
3705100CC17,9979,1235,8585,159
370510G2E-1,8834,1709,6884,241
37125000DHR,8179,6412,1655,112
37071000045,16479,8669,7296,514
37071000006,6972,1642,5200,130
37193000102,7045,4962,1916,167
37193000118,9276,4822,4134,320
3714100SB02,13841,7909,5583,349
37063000023,29817,3074,26208,535
37063000029,20236,6555,13291,390
37183014-01,4266,2600,1563,103
3707700CRDM,22420,10317,11569,534
37063000019,14637,1481,12871,285
37063000009,13118,1513,11389,216
37063000010,8796,561,8062,173
37063000031,26341,6125,19520,696
37063000046,15786,2646,12779,361
37063000042,5776,143,5538,95
370630035.3,46962,9385,36508,1069
3705100CU02,7959,3321,4436,202
3705100CC05,7368,847,6321,200
3705100G10A,21929,10856,10540,533
3705100CC29,8753,2573,5899,281
37051EO61-1,13683,8606,4791,286
37189000007,17399,7097,9632,670
37189000004,17117,8695,7942,480
37071000035,7719,5769,1800,150
37071000004,21287,12155,8662,470
3705100CC31,7758,3107,4378,273
37125000SSP,16773,7017,9458,298
3712500PHB1,15231,9127,5822,282
37125000SLS,21728,14281,6971,476
3705100CC18,7150,4371,2649,130
37051000G6B,5268,3869,1299,100
37017000P70,2055,997,1023,35
37051000G4A,6305,2585,3502,218
3705100CC25,7921,3015,4658,248
3705100CC24,5750,2000,3551,199
37067000505,7640,1667,5804,169
37067000123,14056,6435,7260,361
37067000091,10042,7012,2737,293
37067000602,19647,6853,12265,529
37067000082,21809,9270,12092,447
37067000092,8484,6072,2191,221
37067000015,12953,7506,5152,295
37071000027,22799,14587,7661,551
37071000013,12475,7501,4698,276
37189000006,10596,2798,7275,523
37189000003,12635,6319,5995,321
37071000038,13388,10981,2109,298
37189000019,14594,7468,6709,417
37071000024,13144,7591,5127,426
3714100CT03,916,348,555,13
37193000119,18436,14334,3694,408
37071000042,12613,8594,3726,293
37071000036,13700,10675,2738,287
37189000002,5018,3522,1375,121
37067000908,14087,6701,7049,337
37067000802,8116,3833,4105,178
37067000709,14506,5248,8885,373
37067000703,6084,1677,4210,197
37067000701,7117,3096,3879,142
3715900019A,19124,14065,4551,508
37159000002,5813,3109,2547,157
37189000008,10744,6642,3805,297
370530000WH,3858,2073,1704,81
37065000601,4413,1087,3276,50
370830ENF-2,5604,510,5059,35
37065001201,16655,660,15839,156
37065000103,10157,4984,5034,139
37155000037,2481,2056,381,44
37183008-10,14890,5123,9299,468
37183020-03,21963,9089,12216,658
37183020-11,25722,10686,14240,796
37183006-09,35669,17217,17449,1003
37183006-08,11950,4615,6957,378
37183012-08,24158,10379,13022,757
37183001-44,18455,5394,12545,516
37065001101,4715,2610,2045,60
37065001202,7474,249,7151,74
37067000072,27479,15169,11642,668
37067000206,7136,733,6281,122
37067000405,7705,214,7375,116
37067000605,15813,4848,10551,414
37067000604,7281,1380,5689,212
37067000122,28486,10742,17000,744
37065000201,5108,2385,2642,81
370890000SM,17735,11584,5705,446
370890000GM,5768,3461,2155,152
370890000NE,8618,4734,3630,254
370910000SJ,3218,1028,2159,31
370910000UN,3954,1431,2473,50
370910000A1,8580,2362,6121,97
370070WADES,24989,8564,16021,404
37177000002,6280,3761,2383,136
37177000003,820,501,296,23
37177000001,909,134,760,15
37011000003,2085,1739,307,39
37011000010,3514,2747,699,68
37011000002,9820,6165,3356,299
37121000006,2532,2046,435,51
37121000004,27192,20405,6213,574
37111N.COVE,3829,2873,868,88
3719909-SOU,8972,4817,4001,154
3700700PEAC,5452,4153,1199,100
37179000036,9405,6682,2536,187
370070000MM,5158,1113,3982,63
3700700POLK,3791,2098,1634,59
37007000ANS,4537,2372,2078,87
37025012-13,15736,3806,11475,455
37025012-08,5939,2889,2790,260
37025006-00,10136,8432,1474,230
37025010-00,26039,18621,6805,613
37179000032,15985,11122,4573,290
37025009-00,12646,10092,2241,313
37025002-03,28893,15821,12220,852
37025001-11,22277,11666,10058,553
37025004-03,12595,6394,5861,340
37025004-11,13232,6445,6348,439
37159000016,8253,4615,3388,250
37159000009,9495,7770,1477,248
3707900MAUR,7441,3899,3459,83
3707900HOOK,3566,1947,1582,37
3710700000V,9396,4263,5006,127
37067000404,10847,1662,8921,264
37067000301,3519,121,3323,75
37067000034,10365,6258,3847,260
37067000702,7578,2180,5141,257
371870000LM,8068,2663,5312,93
371870000P1,5363,1582,3694,87
371870000SK,3766,2045,1660,61
37181000NH1,7358,610,6634,114
371810000NV,6007,1828,4105,74
3718100SCRK,16992,7437,9335,220
37025012-10,5362,2858,2315,189
37025004-13,24662,14605,9299,758
37025002-08,33174,15537,16695,942
37097000CC2,27672,15874,10946,852
37097000ST6,15773,6957,8425,391
37097000ST1,17609,10069,7071,469
370970000TB,10842,7431,3123,288
370970000SB,8840,7237,1436,167
37067000133,29251,16626,11925,700
3719700FBSH,14443,11282,2847,314
37097000ST4,13807,7271,6121,415
370970000UG,6792,5478,1164,150
37097000CC1,29953,18050,10901,1002
370970000OL,6166,4845,1205,116
37097000ST2,13423,6708,6264,451
37097000ST5,13831,6446,7000,385
3717900017B,22432,13955,7950,527
37179000034,16540,11974,4247,319
370970DV2-A,20399,14270,5523,606
3709700CH-A,11291,7019,4000,272
3709700SH-A,14068,10700,3045,323
3703900HOTH,6203,4791,1271,141
3703900MARB,5947,4723,1088,136
3703900MURN,8926,6215,2486,225
3703900MURS,9871,7315,2331,225
3703900RGER,7600,5645,1787,168
3703900CSON,3800,2974,756,70
37179000014,6333,4109,2019,205
37179000025,9081,6635,2231,215
37179000002,7108,2482,4432,194
3717900028D,22714,12872,9264,578
3717900020A,24911,13509,10726,676
37179000023,10060,6838,2965,257
37065000301,1860,803,1034,23
37155000013,6813,3328,3352,133
37025008-00,18862,14422,4008,432
37025001-10,13710,7290,5982,438
370970000CD,21909,16178,5171,560
37059000014,10602,7549,2806,247
37069000010,4705,3050,1570,85
3712700P09A,6496,3504,2875,117
37011000005,1421,1169,226,26
37111FORT-1,5838,3992,1662,184
37023000018,2341,1509,798,34
371110MAR-2,6205,3027,2984,194
371110MAR-5,4343,2899,1342,102
37111HIGGIN,6342,4959,1247,136
37111GLENWD,8201,6346,1711,144
3711100NEBO,12171,8904,3012,255
37023000019,2833,1803,991,39
37111FORT-2,7299,4939,2172,188
3704300HAY2,6306,4389,1756,161
371750000LR,7762,5057,2536,169
370890000ES,10382,6320,3749,313
37059000009,10325,6772,3264,289
37067000055,18208,10191,7612,405
37119000040,10298,1095,8921,282
37011000015,3113,2405,637,71
371750000DR,11915,5916,5766,233
371750000B1,8268,3115,4922,231
371471403A2,15495,7268,7873,354
371471403A1,16035,8594,7126,315
3714701102B,18801,12064,6333,404
37147001201,16652,7966,8380,306
37147001507,12956,4675,7811,470
37067000012,12504,9037,3184,283
37067000073,15559,10196,4974,389
37025004-01,12356,5673,6275,408
37025003-00,26497,16041,9746,710
37159000044,11794,9690,1765,339
37065000102,13208,5066,7940,202
37065000901,5056,3606,1369,81
3719500PRSA,4628,2188,2381,59
37119000222,31542,6381,24307,854
37119000228,19062,4847,13627,588
37119000138,14982,2826,11743,413
37119000027,10077,895,8869,313
37119000025,9502,242,9070,190
3707300004N,6074,3844,2104,126
3707300004S,4326,1928,2317,81
3718100KITT,16235,8607,7354,274
3704300TUSQ,3156,2353,755,48
3704300WARN,3320,2481,767,72
3718100HTOP,3009,827,2149,33
37025011-01,23604,10570,12313,721
37059000001,5200,3847,1239,114
37059000003,12229,9597,2294,338
3719700SLIB,9821,7931,1653,237
37183007-10,26835,8319,17751,765
37059000006,7824,5713,1886,225
371110MAR-4,4248,2783,1339,126
37111T.COVE,3424,2776,600,48
37059000011,8241,6412,1644,185
370630030-1,45960,10024,34834,1102
37063000038,33140,5630,26746,764
37063000027,16575,3728,12515,332
371350000GL,11646,2357,9093,196
371350000ES,8792,1198,7426,168
371350000CF,21888,3744,17706,438
371350000RF,9847,1642,7977,228
370630053-2,22370,4361,17539,470
370630030-2,36504,5448,30262,794
37183007-01,9052,2783,6000,269
37183012-05,41128,20847,19166,1115
37183016-11,15756,2425,13045,286
37183016-10,24172,3086,20566,520
37183008-03,28592,10250,17439,903
3703900HIWA,8608,6637,1828,143
3703900HANG,3438,2839,498,101
3703900ANNW,6540,4799,1567,174
3700500003A,15854,10707,4695,452
37193000126,3532,3001,490,41
37103000P04,9207,5421,3581,205
3704900CLR4,9785,4940,4588,257
37049000005,11972,7458,4183,331
371070000T1,5875,4767,1027,81
371070000SW,4697,3623,989,85
37155000012,7264,2365,4799,100
37155000028,4063,2526,1453,84
37071000001,5685,2384,3095,206
3703900ANSW,6567,4877,1516,174
37181000SH1,7122,1408,5608,106
37181000SH2,2833,899,1876,58
371810000WH,16884,6969,9609,306
37131SEVERN,1629,839,766,24
371870000P2,4017,839,3108,70
37011000011,2435,1620,760,55
37121000009,6236,4386,1775,75
37063000013,4465,170,4204,91
37071000003,7604,2541,4871,192
37071000032,10656,7059,3266,331
37071000030,9715,6621,2857,237
37025012-12,9304,5170,3776,358
37025007-00,5582,4582,886,114
37025002-02,20919,10428,9853,638
371370004HB,870,778,78,14
3713100GAPL,8328,1237,7038,53
37067000068,13148,8335,4435,378
37067000043,12448,6411,5696,341
37067000201,17551,2551,14615,385
37067000705,10522,3442,6774,306
37067000809,13708,6162,7205,341
37159000013,10007,8320,1448,239
37159000023,7096,5987,953,156
37159000025,15921,12914,2586,421
3715900014A,19575,14233,4807,535
37159000010,13369,10125,2924,320
37159000036,11914,4310,7251,353
37183020-05,22180,9527,12090,563
37131COMIPE,6060,3100,2887,73
37159000040,10940,4786,5838,316
37081000G66,11336,3997,7042,297
37081000RC1,17321,7576,9410,335
37183004-21,9292,2405,6528,359
37183001-12,10216,3463,6525,228
37059000004,7286,5135,1924,227
37159000021,12240,8106,3819,315
37183020-10,17265,5947,10935,383
37193000105,5265,4191,949,125
37193000117,5665,4470,1057,138
37183013-08,14439,2743,11344,352
37183013-07,12398,3383,8700,315
37183004-07,15398,7686,7439,273
37131RICH-S,5791,1277,4448,66
37071000020,15504,11706,3457,341
3704500KM-N,20880,13113,7321,446
37071000005,8935,3290,5419,226
37067000061,10082,5648,4150,284
371110MAR-1,12484,8491,3701,292
371110MAR-3,3804,2657,1045,102
37111WEST-M,15224,11050,3815,359
37111PLEASA,9762,7179,2344,239
37111CCREEK,9961,6860,2853,248
37183012-01,32174,18040,13274,860
37183002-06,14440,7897,6282,261
37067000708,19762,7870,11376,516
37067000063,18568,11900,6229,439
37047000P11,3681,2869,764,48
37057000084,25514,18046,6911,557
37183019-16,14414,6446,7607,361
37183018-05,27461,11818,15047,596
371390000MH,18647,9549,8673,425
37183001-18,14100,4753,8947,400
37183001-38,11371,3161,7910,300
37183006-06,32531,14031,17490,1010
37059000012,18221,13014,4785,422
37073000001,6470,2778,3575,117
37059000005,12074,9060,2717,297
371370002OT,9701,5193,4343,165
37183016-07,17655,7123,10014,518
37073000005,4686,3052,1580,54
37073000002,4285,3023,1202,60
37183005-08,18399,4799,13181,419
37183015-02,29624,14436,14261,927
37183013-11,17065,7558,9086,421
3718100MIDD,12426,5052,7210,164
37191000011,10891,4293,6398,200
37183016-01,14717,6696,7588,433
37191000022,7636,3262,4224,150
37183007-09,17263,5741,10996,526
37143EAST-H,4109,1684,2341,84
37183012-06,21252,11086,9518,648
37183001-02,10146,2460,7427,259
37183001-14,19314,3086,15793,435
370210033.2,6489,2684,3627,178
370210005.1,13563,3059,10213,291
370210070.1,14544,4352,9709,483
370210049.1,19211,12102,6539,570
37191000023,7274,3478,3566,230
37035000004,3541,1771,1660,110
37035000021,8405,6518,1678,209
37035000027,17503,13281,3727,495
37057000030,7473,1354,5949,170
37153000016,1367,1192,157,18
37165000007,12239,4682,7346,211
371490TR123,13765,6336,7134,295
370210006.1,7265,1659,5421,185
37191000008,12277,9137,2843,297
37191000027,6928,1692,5139,97
37191000021,7840,2252,5476,112
37099000GLV,7502,5042,2293,167
37113000008,2127,1539,546,42
37113000005,11782,8278,3212,292
37113000009,11303,6724,4331,248
37099000CAS,8875,5581,3116,178
37067000403,6491,467,5903,121
37067000805,12140,5301,6582,257
37035000033,19796,14277,5043,476
37057000014,8885,7584,1123,178
3714700200A,12382,7075,5042,265
371750000CC,10667,7102,3292,273
371750000EF,4691,2555,2027,109
3710700000N,13659,8953,4478,228
371070000K1,2898,72,2777,49
371070000K3,5278,1028,4159,91
371750000B3,9195,4032,4876,287
371070000MH,16278,8118,7881,279
3707900SHIN,7122,4259,2752,111
37067000204,6442,508,5789,145
37067000306,6124,842,5153,129
37155000011,17606,11718,5666,222
370890000LJ,10348,5490,4632,226
370890000PV,10398,5820,4338,240
37123000OPH,1524,1331,166,27
3714701403B,23784,11065,12231,488
3714701513B,11890,6093,5517,280
37147001506,8227,2064,5926,237
371750000B2,7039,2729,4109,201
37147001503,11383,1828,9293,262
37147000501,6102,3826,2176,100
3712700P22A,8403,846,7438,119
3712700P06A,14009,5966,7830,213
37057000064,5898,1446,4328,124
37057000034,7398,3516,3684,198
37035000011,4451,2175,2153,123
37035000007,12846,7590,4865,391
37161000034,6613,5193,1295,125
37119000212,49023,7966,39881,1176
37119000080,14413,3180,10851,382
37119000121,20842,10953,9452,437
37113000006,9900,6817,2829,254
3714700800A,11022,5304,5556,162
37119000218,13113,7456,5224,433
37119000127,25541,12624,12351,566
37147001301,5247,3977,1175,95
3705500MATO,21958,12124,9347,487
37113000001,11051,6999,3718,334
37113000011,12675,8804,3587,284
37099000WEB,9306,4411,4661,234
37185000007,3489,1004,2419,66
3710100PR19,7792,5791,1882,119
37099000RIV,3515,2114,1310,91
37119000053,12930,1170,11453,307
37155000034,5121,3609,1405,107
371350000RE,16440,3264,12842,334
3707700EAOX,8934,2640,6165,129
3708300RR-4,4417,2999,1316,102
37153000007,4045,2112,1853,80
3710100PR24,9248,3604,5411,233
3710100PR33,19104,14020,4644,440
371010PR11A,14525,7983,6148,394
37047000P23,9055,5065,3846,144
37047000P19,9925,4848,4914,163
37119000149,25430,3854,20916,660
37119000210,27663,2986,24148,529
371010PR27B,13439,7488,5629,322
37035000022,15213,10662,4156,395
37069000012,6238,3448,2669,121
37119000147,15772,2847,12485,440
37119000030,16814,3041,13189,584
37119000056,6376,388,5813,175
37119000103,17131,8153,8534,444
37119000122,25170,8119,16195,856
37119000092,15274,7055,7805,414
37119000124,10927,1309,9380,238
37119000074,15043,7117,7581,345
37185000014,5796,1369,4339,88
37119000046,12444,2531,9484,429
37119000001,8441,3375,4902,164
37119000033,8950,1913,6773,264
37119000129,5732,1612,3911,209
37185000003,4313,1602,2638,73
371070000K7,7532,1325,6125,82
37119000051,13542,4728,8379,435
37119000042,10737,509,10038,190
371190078.1,10239,2379,7501,359
37069000017,16903,10867,5569,467
37147000701,9967,5893,3917,157
3714700200B,9784,3786,5813,185
3714701511B,16080,6571,9016,493
37069000002,6685,2722,3833,130
3713100WOPO,3580,1346,2186,48
37119000015,19618,4223,14875,520
37119000047,14463,5803,8310,350
37119000004,9398,2066,7065,267
370150000W2,3251,2987,230,34
3716100003A,9574,7910,1471,193
37119000219,12475,7006,5125,344
37119000024,11918,1818,9720,380
37119000234,15919,6944,8468,507
37119000083,15068,4191,10450,427
