GEOID,TOT,REP,DEM,OTH
37119000089,27949,7906,19337,706
37047000P10,3582,3137,396,49
37047000P13,2673,2152,473,48
3710900LB34,12282,9357,2614,311
37071000034,10078,7982,1876,220
37045000S-S,25246,12734,11985,527
37045000S-5,11646,5870,5564,212
37045MRB-YO,6814,5278,1369,167
37045BETHWR,8376,6295,1864,217
3708700FC-1,3468,2240,1170,58
370830WEL-3,9412,2506,6817,89
370450000BR,21099,14921,5755,423
370830RR-11,11410,6548,4689,173
3700100003N,14502,7048,7154,300
3700100003C,11793,6802,4734,257
3700100003W,13688,8185,5218,285
370010003N2,3777,1492,2239,46
3715700ED-1,16872,10509,5983,380
37147001101,5685,3094,2495,96
3714701102A,15715,8920,6511,284
370210040.2,18292,11060,6807,425
370210041.1,14864,9035,5421,408
3710900BC13,6831,3708,2903,220
3710900IS20,7942,6242,1500,200
3710900WP32,26526,17924,7971,631
370210016.2,13979,2544,11023,412
3702700PR29,11654,7169,4102,383
370210027.2,4177,957,3150,70
37001001210,8098,3576,4321,201
370950000FF,1480,956,508,16
37063000008,12366,754,11399,213
3709500SLAD,1481,916,550,15
3710900PC22,11555,8805,2465,285
37001000124,8300,4211,3875,214
371570000NB,16605,12541,3674,390
371570000MA,17920,12353,5193,374
37191000016,9846,5803,3856,187
37191000018,5397,1010,4272,115
37171000017,5865,4339,1382,144
37171000027,6606,5191,1308,107
37169000506,6403,4726,1520,157
3719500PRST,5777,2710,2967,100
3703300YANC,9284,4097,4984,203
37171000011,6301,4462,1698,141
37171000032,8045,5531,2311,203
37171000016,6561,5053,1343,165
37171000012,9545,5890,3404,251
37171000015,8476,6016,2265,195
37171000018,10245,7728,2301,216
37171000013,6271,3774,2369,128
3713300CR07,19271,12883,5617,771
37119000049,12963,5024,7613,326
37095000OCK,3680,1159,2435,86
370950000SQ,2151,1384,735,32
37063000043,34169,6593,26918,658
371350000PA,14790,3828,10737,225
37183008-08,23606,9729,13267,610
37183008-04,9680,4510,4904,266
37063000051,28784,4456,23653,675
37063000017,13994,758,13013,223
37063000022,21248,1335,19502,411
37063000014,9122,848,8079,195
3706100HALL,5677,3452,2111,114
3707700SASS,8563,4880,3551,132
3707700TYHO,18930,12420,6072,438
37045POLKVL,10726,8485,2035,206
370450RIPPY,15945,10641,4993,311
37045LAWNDL,7827,4243,3438,146
37181000EH1,7605,417,7114,74
37045OAKGRV,15748,12088,3347,313
3704500WACO,14337,9446,4602,289
370130CHOCO,16581,10620,5610,351
3708700BE56,8079,4475,3341,263
37115EBBS-C,4816,3042,1660,114
37115SPRING,3467,1875,1510,82
37131NEWTOW,2397,1258,1104,35
3713100JARE,4010,1555,2400,55
3707700MTEN,22047,12451,9040,556
37183014-02,35959,21592,13529,838
3707700OKHL,5589,2956,2545,88
3707700ANTI,5474,1841,3588,45
37001000004,18110,13564,4192,354
37171000004,9481,6745,2534,202
37171000022,5670,4319,1261,90
37171000010,4211,3506,599,106
370870000WW,7666,4277,3140,249
370870000JC,14755,8815,5535,405
3707500WEST,8891,6730,1934,227
3702700PR24,8361,6606,1522,233
3716300KFRK,7969,4598,3236,135
3716300SBRG,4394,3021,1317,56
3716300CLSW,6661,3750,2794,117
370890000CC,17648,11245,5953,450
3712900FP06,19330,10917,7743,670
37129000M03,22089,12454,8984,651
37129000H05,18648,10367,7778,503
37129000W29,13653,1065,12247,341
37073000003,8404,4037,4188,179
37005000004,6247,4760,1345,142
370530000CB,1018,614,364,40
370290000SM,12421,9037,3052,332
370290000SH,8145,5994,1931,220
371370002SW,1985,1291,650,44
37025004-08,7434,4214,2985,235
37025012-11,7461,3577,3639,245
37025012-09,11930,6984,4608,338
37167000022,9081,6991,1935,155
37167000025,14744,12195,2175,374
37167000024,16355,13268,2739,348
37081000H12,5733,1529,4022,182
3708100CG3B,14308,5587,8429,292
37139000PRO,21497,13743,7225,529
37067000806,9383,4481,4639,263
37067000507,22905,8245,14007,653
3719700NKNB,12766,9187,3293,286
37067000075,3518,2314,1105,99
370530000PB,16367,11096,4879,392
37081000G20,12322,5313,6703,306
37081000G04,7843,563,7126,154
37081000G73,6702,208,6386,108
3708100SUM1,10519,3221,7115,183
3708100JAM4,12804,7729,4827,248
37081000G01,5102,379,4612,111
3712900FP07,24928,14681,9582,665
37129000W25,16970,2917,13456,597
37183019-19,32675,16827,15087,761
37183019-18,17167,8167,8510,490
37183001-31,16816,2846,13273,697
3719902-CAN,6651,4458,2001,192
37081000G21,16084,6313,9426,345
37183004-13,24843,8972,15268,603
37183019-21,23738,9711,13462,565
37183019-20,20023,9300,10279,444
37129000H06,14332,7253,6417,662
37129000H10,18746,8187,9877,682
37081000H05,8523,1345,7012,166
37081000G02,5474,1495,3852,127
37081000G22,9220,4683,4382,155
37081000G18,6923,3372,3423,128
37167000020,11807,9936,1652,219
3707500TAPO,1970,1656,277,37
3716300CLNE,9004,5579,3291,134
37129000M07,10888,6204,4384,300
37183004-01,11599,3802,7433,364
3715900005A,18463,13474,4454,535
37081000SF2,8701,5653,2845,203
37081000SF4,17962,10361,7167,434
3713900WEST,10005,1891,7950,164
37159000033,8734,7405,1102,227
37159000031,7293,5234,1889,170
37159000018,3399,360,2963,76
37159000028,9500,4138,5046,316
37159000015,15374,11456,3560,358
37159000038,11084,3736,7068,280
37159000029,5737,4376,1242,119
37159000032,7521,5309,2046,166
37129000H03,25335,14042,10591,702
371350000TO,7307,3495,3657,155
37159000034,11027,4556,6155,316
37135000UNC,22509,3522,18253,734
3709700CH-B,12470,8724,3350,396
37159000007,8700,5695,2794,211
37159000027,5955,4353,1469,133
37159000012,8073,4064,3812,197
37159000030,10208,6131,3781,296
3717900029A,22500,11152,10690,658
3717900037A,24904,13824,10334,746
37179000033,11385,7306,3694,385
37179000010,5177,1568,3447,162
3717900017A,14973,9618,4964,391
37179000007,16235,10079,5762,394
370070000WS,1385,793,568,24
3700700LILE,9688,3690,5898,100
37179000001,4084,1252,2707,125
37081000FR2,11926,5563,6021,342
37067000501,9230,775,8323,132
37025001-08,21823,9861,11280,682
37129000W30,20160,8428,11056,676
3716300CLEA,12283,4695,7428,160
37025004-12,19637,8433,10624,580
37025012-05,10262,5864,4109,289
37025012-04,11508,5381,5725,402
37119000221,22651,14128,7942,581
37179000021,11840,9125,2449,266
37179000031,16970,9753,6736,481
37129000M02,31196,16472,13895,829
37129000H04,19549,10021,9018,510
37067000601,8049,1752,6036,261
37067000902,8676,1579,6869,228
37067000801,6608,2411,4027,170
37067000062,9636,5925,3455,256
37159000035,5259,1560,3542,157
37159000017,10421,6722,3399,300
37067000033,11121,4352,6507,262
3703900GCRK,1997,1690,274,33
3703900UNKA,2643,2071,511,61
3700700GULL,4450,1849,2541,60
37169000011,16084,12095,3571,418
37169000010,15957,11985,3572,400
3707900BULL,3739,1926,1759,54
37183019-14,15749,6998,8402,349
37067000083,9967,3386,6368,213
37067000081,15276,5339,9556,381
37067000014,10678,6813,3585,280
37067000067,8639,4594,3778,267
37067000011,22965,12482,9865,618
370890000ED,12643,8623,3744,276
370210038.2,9065,5385,3435,245
37067000502,5751,348,5310,93
37183001-22,19364,979,18063,322
37183006-07,18169,7637,10023,509
37183016-09,20741,7384,12771,586
3719904-RAM,1521,1065,399,57
37183019-11,17158,7808,8776,574
37183016-02,24134,4166,19349,619
37183019-15,15212,7279,7600,333
37183019-05,17531,9943,7096,492
37005000001,5846,4167,1527,152
37183019-07,20928,9869,10446,613
37183013-01,25164,5010,19458,696
370890000LP,9229,4222,4809,198
37041000005,4269,3268,970,31
37041000001,8488,2936,5412,140
37103000P03,2546,2020,484,42
37121000005,3457,2865,529,63
37103000P02,2201,1717,455,29
371070000SH,3306,2607,658,41
37121000001,5995,4564,1330,101
37025005-00,13380,10026,3073,281
37063000003,13000,1141,11646,213
370630053-1,16200,3118,12678,404
37063000052,15042,1343,13442,257
37041000002,14032,7210,6593,229
370910000WN,5324,1459,3814,51
37063000015,6196,437,5628,131
37063000037,29153,9495,19088,570
37063000024,19524,5165,13921,438
371810000NH,14906,5948,8729,229
370150000C2,6223,1829,4350,44
37183001-06,15204,3818,10995,391
371870000SC,5120,3190,1861,69
37177000016,140,97,40,3
37131SEABOA,4042,1292,2706,44
37183004-08,13011,3595,9065,351
37183004-09,13446,5427,7718,301
37071000037,6890,4810,1916,164
37193000127,9693,5467,4008,218
37193000129,9424,6413,2839,172
37193000114,3065,2500,487,78
3719300115A,16982,13522,3085,375
37193000120,8297,6666,1465,166
37183001-10,8411,2688,5580,143
37183006-04,20855,8298,11822,735
37183017-02,7506,3187,4129,190
37183016-03,7781,2704,4819,258
37131CREEKS,2888,1642,1223,23
3717900028A,26075,15216,10307,552
37179000011,13047,11177,1658,212
3717900038B,11680,6832,4482,366
37179000022,12613,9684,2518,411
37179000005,14326,8449,5478,399
37025001-07,13425,8303,4818,304
37025011-02,15549,10352,4737,460
37041000003,7379,6001,1255,123
370150000C1,3850,2172,1628,50
37071000031,15232,11345,3520,367
37189000013,12918,4007,8373,538
37071000009,8034,3730,4087,217
37071000043,19893,13210,6134,549
37071000040,21129,13893,6766,470
37071000015,29882,17156,12011,715
37071000019,19910,13107,6308,495
37071000008,7206,2286,4731,189
37071000011,6807,2688,3922,197
37071000002,9473,3674,5519,280
37071000041,15560,10942,4236,382
37071000046,22590,15721,6249,620
3714100NB01,8355,5170,3006,179
3714100SH12,9632,6783,2608,241
37129000H13,22045,12505,9050,490
3714100MH07,1418,970,418,30
370210004.1,7373,1041,6203,129
370210028.1,11233,1193,9651,389
370890000BC,4360,2604,1639,117
370210014.2,10571,1792,8493,286
370210065.1,14779,5959,8400,420
370210050.1,7029,4293,2587,149
3708500PR16,23423,12620,9987,816
37153000015,889,652,219,18
37143WEST-H,3782,2349,1357,76
370210030.2,13058,6054,6606,398
370210032.1,9884,4859,4740,285
3703100HAIS,4770,3784,927,59
3703100WIHA,8564,6092,2293,179
37143BELVID,3233,2277,910,46
37019000012,14489,9961,4145,383
371350000DA,15362,2045,13074,243
37191000005,16870,11786,4747,337
37035000028,13420,8748,4265,407
37057000010,11381,8264,2805,312
37057000026,5480,3686,1673,121
37055000WAN,4873,3717,1063,93
370210035.1,8434,2782,5417,235
370210061.1,12258,5251,6716,291
370210060.4,7551,3032,4328,191
37099000CFK,2722,1578,1061,83
370870000CE,1912,1514,369,29
37119000217,12930,5554,7021,355
37119000017,8106,813,7020,273
37119000076,14992,6533,8019,440
37119000066,8153,3033,4911,209
37119000142,31541,16369,14326,846
37119000143,28142,14460,12908,774
37035000015,2658,184,2437,37
370830RINGW,4237,543,3663,31
37083000HOL,7602,908,6618,76
37185000008,5408,626,4708,74
371010PR12B,23668,13111,9932,625
3710100PR21,12974,10216,2484,274
3710100PR32,14587,9295,4813,479
37119000112,11451,5783,5343,325
37153000003,3876,2755,1037,84
371350000CB,8093,686,7264,143
37119000084,9430,1632,7529,269
37119000116,7067,1393,5514,160
3710900AS25,11145,7962,2911,272
37119000235,15796,6475,8889,432
3700100008N,13111,8072,4778,261
37161000019,8568,6616,1796,156
3710900DV08,12890,9944,2651,295
3710900LW18,5292,3673,1485,134
3710900LW31,19243,12842,6011,390
37049000023,24322,15148,8608,566
37119000077,10187,1006,8965,216
370210007.1,9081,1183,7701,197
371050000B2,10193,4591,5286,316
37175000TC7,7694,5471,2051,172
37099000CAN,2131,1522,564,45
37147000101,18356,8022,9904,430
3714701511A,17695,9950,7475,270
3714701510B,13041,6198,6562,281
37147000901,3508,2132,1313,63
37119000020,12337,4400,7608,329
37119000200,10913,4924,5679,310
37123000BIS,6377,2987,3244,146
37119000038,9559,2907,6268,384
37017000P75,5101,1526,3522,53
37047000P17,4742,1672,3002,68
37047000P06,3731,2774,912,45
37023000020,4469,2501,1859,109
37093000014,17048,5741,10719,588
3709300006B,16619,7767,8288,564
37093000015,10038,3592,6119,327
371070000K4,11899,5591,6099,209
3714500HLWY,5055,3523,1470,62
3708700BE-7,5548,4031,1375,142
37011000016,6464,4400,1956,108
370870000PC,5203,3835,1241,127
37119000226,18126,7794,9769,563
3719500PRWH,3263,118,3093,52
3719500PRWD,8285,4796,3310,179
3719500PRWR,6317,593,5645,79
3719500PRWP,8166,4700,3315,151
370490000N1,9345,3574,5554,217
37023000064,3561,2579,912,70
37023000048,9497,5606,3676,215
370870000HA,4236,2360,1734,142
370870000ID,4661,2652,1906,103
37171000025,8587,6602,1826,159
37171000026,12957,10277,2446,234
3719500PRWC,6706,624,6017,65
37023000034,8676,3903,4527,246
3701700P502,7576,3111,4339,126
3700100006S,13702,7680,5713,309
37119000150,16611,5017,11116,478
37119000126,14836,2069,12374,393
371510000AN,15302,9333,5498,471
3700300G1G2,7490,5828,1517,145
370970000NH,5868,4848,910,110
37055000HAT,2387,1497,828,62
37119000214,16939,3912,12580,447
370130WASH1,6710,2402,4135,173
37009000016,9504,6605,2668,231
37023000053,9108,6851,2032,225
3710100PR28,17529,10766,6305,458
3716300NGRV,6490,4258,2100,132
371170000W1,12416,5201,7048,167
3719500PRWK,7571,4362,3069,140
37119000021,10772,3349,7102,321
37119000034,12149,3116,8612,421
37113000004,6487,4369,1947,171
37093000001,1546,854,657,35
37119000007,9215,2370,6537,308
37119000111,14861,6615,7897,349
37119000085,12246,4119,7755,372
37019000009,5541,3349,2088,104
37183001-28,21719,3000,18237,482
37183001-30,7206,2833,4204,169
37183001-09,6534,1422,4977,135
37189000015,17191,6759,9828,604
371230000T2,6296,4031,2133,132
370550000MH,2243,1595,588,60
3705500FRCO,3646,2370,1205,71
37183013-10,31494,12812,17973,709
3704700P20A,3274,1203,2008,63
37183001-19,8571,391,8042,138
37057000042,10971,9421,1313,237
37081000CG1,12868,4633,7900,335
3708100FR5B,6086,3249,2663,174
37081000G71,9509,383,8945,181
37051000G7B,5552,3987,1447,118
37051000G7A,5795,4085,1600,110
37125EUR-WP,19428,13522,5416,490
37051000G1B,18333,10591,7320,422
37051000G1A,8879,2782,5897,200
37169000014,10411,8188,1952,271
3708100H20B,5904,2891,2854,159
37081000H18,8256,1696,6401,159
3705100CC03,5194,1659,3331,204
37189000018,8595,5632,2703,260
3700100009N,10595,5795,4550,250
37115GRAPEV,4922,3100,1689,133
37093000005,6596,3306,3092,198
37193000123,3806,3215,525,66
37167000016,5789,3944,1711,134
37167000014,4954,3813,1046,95
37081000G46,10967,437,10320,210
37081000G26,14712,3191,11243,278
37155000036,4089,1908,2136,45
3719700NFAL,5101,4147,821,133
3719700EBND,10328,8043,2054,231
37115HOT-SP,3641,2120,1402,119
3705100CC16,8618,270,8225,123
3705100CC19,3361,318,2970,73
370510G5A-1,10930,2570,8091,269
3710900DN29,15488,11319,3795,374
3706100CHIN,3958,2880,1002,76
3719910-PEN,2555,1785,740,30
37155000004,7677,5266,2278,133
370870000LJ,8932,4227,4463,242
37183001-07,12838,2882,9642,314
37081000G56,7539,1707,5688,144
37081000G69,9017,729,8081,207
3708100STOK,20508,14207,5838,463
3708100JAM3,9636,4864,4527,245
37167000028,6388,3847,2366,175
37081000G10,12144,2146,9749,249
37167000019,7647,6290,1182,175
370130PSJW3,6021,1497,4408,116
3713300HM05,19884,11442,7785,657
371510000SW,12462,10697,1522,243
3708900HV-3,11614,4854,6382,378
37081000G27,14812,6250,8174,388
3714500FLRI,24744,16710,7462,572
37067000053,12603,7727,4558,318
3701300BLCK,4178,2349,1750,79
37045FALSTN,7092,5757,1202,133
3700300000M,7647,5672,1784,191
37009000017,3538,2711,747,80
3702700PR31,6366,4245,1985,136
37067000401,7482,652,6715,115
3714100LT18,20111,14047,5497,567
3700100003S,29533,14385,14501,647
3708100FEN1,17567,4949,12299,319
370810NCGR2,12009,7715,4042,252
370890000CB,5861,3906,1832,123
370890000MG,4927,3115,1660,152
37081000H02,6823,3266,3390,167
37081000H13,8266,4108,3942,216
37081000SF3,14287,7268,6686,333
370810G40A1,8258,3612,4475,171
3717900038A,16776,9322,6952,502
37179000027,8858,6862,1821,175
37179000004,5078,895,4067,116
37129000W24,13267,4642,7986,639
370530000MY,25943,19340,5855,748
37183015-04,12349,6569,5445,335
37183018-08,22009,7983,13398,628
37183001-32,13133,3138,9547,448
37081000H10,9542,1116,8229,197
3708100G41A,6790,2598,4010,182
3708100G41B,9792,4176,5384,232
37183004-03,10687,3265,7106,316
37183008-09,10650,3672,6641,337
37183001-03,10990,4436,6334,220
3707700WILT,27637,17777,9123,737
3718320-06B,19446,8159,10661,626
3714100LC09,7405,4861,2381,163
3719300113A,9641,7175,2294,172
37183004-14,9213,3402,5495,316
37183004-10,15098,5402,9238,458
370530000IR,5669,4217,1336,116
37183007-13,12062,4250,7445,367
3705100CC04,5052,2116,2747,189
37125000TLT,2507,637,1832,38
3712500PHA1,15177,9449,5360,368
370890000AR,6944,3989,2797,158
370890000HC,16099,10040,5654,405
3700700BURN,6067,4444,1522,101
37183009-01,12109,6473,5355,281
37183004-19,9657,3355,5967,335
37071000007,4313,305,3964,44
37081000G60,7716,1751,5733,232
37183001-41,10959,2260,8315,384
37051000G5C,8862,2753,5832,277
37123000ROC,3274,1143,2083,48
370510G5B-2,9927,2012,7697,218
37071000026,12956,7943,4632,381
37051000G2B,18146,6257,11367,522
37051000G2D,18303,7947,9894,462
37063000002,14323,1201,12801,321
37063000020,10161,554,9470,137
37063000012,2961,154,2718,89
37063000007,12307,953,11131,223
37063000018,9241,570,8496,175
370630034-2,25729,2221,23000,508
3705100G10B,12087,5497,6229,361
37067000901,9022,3045,5761,216
37189000016,800,542,235,23
37193000112,9443,7068,2189,186
37189000010,5104,2941,2012,151
3705100CC10,4867,1876,2858,133
3712500PHB2,11321,7612,3513,196
3705100MB62,11250,2174,8751,325
37051CL57-2,13114,2622,10199,293
37183001-37,10148,4113,5734,301
37183013-06,16313,6209,9663,441
37183016-05,13234,5842,7008,384
37067000707,6665,2437,4014,214
37067000808,15236,4652,10133,451
37179000026,8867,6728,1944,195
37067000203,6746,213,6410,123
37025002-01,14251,7979,5850,422
3703900BRAS,4042,2909,1062,71
37155000001,3817,2421,1339,57
3704300HIAW,6491,4664,1701,126
37059000010,12269,8793,3182,294
37011000013,2346,1671,623,52
37155000017,1529,671,825,33
37067000603,9268,1824,7202,242
37119000079,9445,2558,6630,257
37119000002,15578,3865,11241,472
37011000018,1477,1248,203,26
37119000055,6659,279,6241,139
37119000100,14516,6450,7681,385
37067000503,5996,931,4908,157
37067000111,8626,6300,2090,236
3704300SWEE,3226,2363,801,62
3704300HAY1,5388,3918,1360,110
370910000CO,2367,524,1824,19
371810000CC,11823,6346,5318,159
37059000013,16240,10608,5322,310
37063000054,36768,4960,30946,862
37063000036,14077,1608,12186,283
37183001-13,8465,1449,6831,185
37041000004,3961,1983,1919,59
370910000M2,5028,1409,3555,64
370910000A2,8295,3515,4681,99
37131GALATI,2747,1415,1299,33
37011000001,4251,3203,972,76
37121000003,2657,2177,429,51
37063055-11,7344,178,7037,129
37063055-49,8362,150,8045,167
37063000021,9058,925,7972,161
37121000007,952,831,108,13
37011000014,4029,3138,816,75
37067000032,13807,8107,5338,362
37067000303,2852,101,2717,34
37131GASTON,10837,3000,7705,132
37183002-04,13228,7005,5940,283
37183018-03,12859,5037,7540,282
37159000042,5661,260,5269,132
37011000009,1644,1398,208,38
37011000012,1306,1135,150,21
37071000010,11715,5645,5766,304
37183019-17,27464,8343,18349,772
37067000607,11104,3876,6918,310
37183017-10,6301,2053,4081,167
37183001-05,6356,2714,3550,92
37183012-07,15144,8182,6505,457
3707700SALM,8448,4239,4081,128
37183018-04,21862,10387,10950,525
37183017-01,13429,3542,9562,325
370210019.1,7102,2177,4677,248
370210010.1,6634,455,5965,214
371350000OW,12021,1084,10630,307
37153000012,6939,3985,2815,139
37191000014,14756,10132,4360,264
37067000506,7128,2552,4356,220
3715500011A,5725,3551,2084,90
371070000T2,4246,3526,664,56
37067000305,6277,233,5952,92
37067000131,16298,8515,7322,461
370890000NB,17434,11904,5100,430
370210056.2,10516,3942,6280,294
37175000TC1,3981,3286,617,78
37057000078,15175,11873,2928,374
37119000240,30781,16490,13460,831
3705500NGHD,12116,6355,5500,261
370830RR1-2,5186,2822,2252,112
371010PR23B,15727,10190,5131,406
370310OTBEG,8909,6733,1977,199
37035000010,2376,921,1385,70
370830FAUCT,5209,2685,2469,55
37153000014,600,220,367,13
371010PR12A,23876,12917,10343,616
37119000215,17231,8074,8606,551
37119000106,8978,3821,4907,250
37119000052,10903,718,9977,208
37119000018,9099,4633,4303,163
37119000118,14036,5978,7684,374
37119000060,8445,555,7736,154
37119000057,11199,4857,6111,231
37119000044,8472,2094,6105,273
37119000003,8798,844,7741,213
37119000010,13464,4562,8531,371
37119000039,10311,645,9391,275
37047000P03,2229,1656,551,22
371070000K9,9049,2787,6139,123
3712700P12A,4802,1972,2760,70
371070000K5,5958,1325,4527,106
370330PROVI,3775,2374,1346,55
37065000801,6313,3630,2580,103
37023000003,5127,3838,1177,112
37119000037,10887,4401,6126,360
371190238.1,14732,4142,10216,374
370870000WE,7147,3766,3215,166
3705500CHCA,2923,1422,1376,125
370490000N6,20894,11106,9239,549
370210026.1,8765,1877,6607,281
3702700PR35,11548,9456,1792,300
3711700000W,4124,2831,1222,71
370130GILEA,10222,6490,3518,214
37037000021,7984,3993,3774,217
3708700BE-2,5590,3370,2035,185
370870000SA,9768,5792,3765,211
37045KINGST,4122,1441,2612,69
37183001-43,11846,3463,8029,354
3716300HERR,3635,3145,452,38
3712900FP04,25394,14979,9675,740
3712900CF06,13590,7306,5823,461
37129000H01,8184,3979,3856,349
371370001GB,4362,3414,859,89
3713701AL-A,2282,1569,665,48
370530000PP,7763,5155,2401,207
37167000018,5427,3924,1352,151
37081000G07,8655,2069,6379,207
37081000H17,5085,1404,3533,148
37139000NEW,8055,4168,3778,109
37067000304,8655,265,8279,111
37067000903,12997,3902,8805,290
3719700NLIB,16217,11955,3865,397
37167000212,9852,7104,2397,351
37121000008,1395,1175,206,14
37081000H06,13027,4477,8178,372
37081000G05,6404,292,6016,96
3719911-PRI,5659,4083,1448,128
37129000W31,19096,9592,9018,486
3712900FP03,9407,5130,4036,241
37183013-05,11031,2649,8044,338
37183020-01,19174,7179,11342,653
37081000H21,6831,3524,3113,194
3708100CG3A,9151,3701,5254,196
37081000FR3,7731,3502,4066,163
3708100G42A,7676,3309,4198,169
3708100G42B,5023,1946,2997,80
37129000W16,15749,7735,7585,429
37129000W17,11213,5369,5533,311
37159000026,8855,7176,1425,254
37159000003,10978,8957,1693,328
3719700NBCK,6355,5153,1094,108
37179000013,13386,11360,1793,233
37179000030,21145,12710,7930,505
3717900028C,18190,10603,7212,375
37179000019,28811,18276,9790,745
37183001-25,2949,236,2623,90
37159000008,15203,10139,4663,401
37081000G14,6079,1474,4471,134
37067000504,4984,767,4061,156
37129000M04,32491,16258,15285,948
37129000W21,19496,8837,10082,577
37159000001,8381,6898,1271,212
37067000909,6706,2749,3765,192
37067000064,5892,3381,2357,154
37183020-04,19150,6741,11851,558
37041000006,6981,4099,2773,109
370150000IW,1488,160,1310,18
37183017-07,18643,2664,15589,390
370910000ML,2492,1761,701,30
37025012-06,7964,3845,3855,264
37063000040,10087,930,8968,189
37063000004,8269,830,7290,149
37063000001,5965,489,5366,110
37063000047,8714,478,8104,132
37183007-02,8931,3332,5387,212
3704300HAYC,1932,1372,507,53
37067000803,9001,4834,3993,174
37011000006,3237,2622,536,79
370150000SN,3489,645,2805,39
370210069.1,15208,7915,6833,460
370210021.1,12999,3344,9307,348
370210008.2,12017,2681,8991,345
37035000038,14124,8796,4975,353
370210017.1,8188,1394,6619,175
3706100CFRK,3254,2766,437,51
37119000073,8786,3665,4839,282
3712700P18A,12477,3647,8658,172
371350000NC,13265,1304,11792,169
371350000TH,9977,591,9232,154
37119000070,11898,5552,6117,229
370210015.1,11051,1630,9118,303
37119000082,12766,754,11739,273
37185000005,5185,1125,3998,62
37185000004,3641,1332,2253,56
37119000008,11965,5772,5929,264
37119000064,5457,1523,3761,173
3703100MHD3,15666,10674,4633,359
37093000065,3074,132,2913,29
370230047-A,9158,4677,4280,201
37023000038,9474,5611,3589,274
37023000039,7228,3527,3496,205
37023000070,11023,7655,3133,235
37119000075,17332,8417,8497,418
37183001-46,13728,1969,11413,346
37155000025,5686,3298,2272,116
37183001-48,11661,2507,8809,345
371510000TT,18728,15709,2670,349
3705700080A,24865,19741,4583,541
37183007-05,9891,3522,6058,311
37183001-17,5893,2701,3051,141
37169000002,7979,6134,1691,154
37169000003,6310,5190,998,122
371370005AP,10304,6631,3487,186
37081000G55,10896,1570,9123,203
3706100LOCK,1578,1172,364,42
3719905-GRE,2090,1367,694,29
37065001401,4255,3301,905,49
3706100CHAR,5640,2294,3276,70
37081000OR2,13179,8386,4473,320
37081000H16,6064,3029,2887,148
37057000044,18889,13475,5020,394
371170000PP,1397,731,635,31
37081000G43,12354,3040,8960,354
37081000H24,11499,5788,5434,277
37081000G59,6314,1308,4846,160
37155000040,2124,1049,1053,22
37155000038,1572,981,552,39
37167000003,10189,5475,4436,278
37167000007,9826,5837,3685,304
37065001301,5422,3527,1804,91
37081000G70,9274,262,8855,157
37081000G63,8690,2576,5883,231
3716300CLCE,3957,542,3362,53
37183011-02,23958,8265,15147,546
37081000G16,7707,2853,4719,135
37081000CG2,11122,4805,6073,244
37183006-05,17491,9424,7656,411
37081000G24,6637,1842,4619,176
37081000G58,8332,1305,6833,194
37189000012,10642,2751,7391,500
37063000016,11068,1786,9051,231
37071000033,9637,7773,1609,255
3705100CC13,7160,454,6558,148
37065000104,9604,4039,5411,154
37067000074,16217,7667,8140,410
37067000907,9020,3095,5628,297
37067000807,9604,4494,4893,217
37067000804,6438,2893,3368,177
37025002-05,20970,11255,9226,489
37067000207,9896,1665,8009,222
37067000904,10114,2147,7711,256
37067000071,17982,10040,7484,458
37067000302,4130,243,3816,71
3703900BELL,5530,4121,1308,101
37179000035,9675,6285,3151,239
3719700SFAL,7914,6452,1318,144
37025004-09,16318,10027,5908,383
37069000006,7526,3340,4014,172
37059000007,8561,6321,1999,241
37059000008,10004,5325,4362,317
37067000013,18948,10692,7790,466
37147001509,18759,7261,10909,589
37119000102,20402,5582,14205,615
37119000061,10928,2763,7904,261
37067000402,5089,144,4870,75
37183001-42,15080,7345,7402,333
37063000006,9793,663,8970,160
37183005-01,21816,7914,13312,590
37185000013,2682,1127,1516,39
37185000006,5279,1509,3707,63
37185000002,4101,2362,1676,63
37067000065,19039,11447,7120,472
3708300RR-7,5173,1358,3754,61
3708300RR-9,11486,3063,8286,137
37069000007,8232,5802,2246,184
37119000036,12797,5370,7121,306
37069000014,20647,12762,7224,661
37119000091,23624,11405,11653,566
37119000045,8666,2169,6228,269
37119000032,10869,5729,4908,232
37119000130,7786,2221,5306,259
371070000K8,4101,104,3961,36
3714701512B,11425,3783,7328,314
37009000003,2197,1704,439,54
3714500OLHI,7836,5474,2188,174
370870000WC,3031,1356,1562,113
37119000096,10654,4344,6051,259
37055000BUX,5021,3269,1633,119
370210051.2,9559,5251,4030,278
3700100006W,4381,1944,2327,110
37171000024,3224,2555,607,62
370950000LL,2060,1002,1017,41
3708700BE-4,7733,4929,2581,223
37191000017,4421,312,4051,58
3702700PR08,5322,3973,1243,106
37081000G31,7435,2884,4280,271
37081000H25,17102,9176,7545,381
370530000CJ,2952,1961,893,98
37183017-05,20129,5112,14556,461
37183001-47,11931,5363,6268,300
37081000G57,8406,1567,6687,152
37159000039,8132,3879,4026,227
37159000041,11636,4875,6448,313
37159000011,13162,8593,4233,336
37179000041,20923,13194,7318,411
3708100SUM4,9710,7565,1950,195
37067000205,3435,139,3225,71
37025002-06,16051,6864,8678,509
37025012-03,9722,5220,4226,276
3716300KEEN,5562,3879,1590,93
37179000024,11188,8710,2253,225
37179000042,9631,6027,3302,302
