GEOID,TOTAL_POP,TOTAL_VAP,WHITE_VAP,HISPANIC_VAP,BLACK_VAP,NATIVE_VAP,ASIAN_VAP,PACIFIC_VAP,MINORITY_VAP
45079000401,944,584,31,2,547,5,0,0,553
45079000132,1205,985,34,15,935,11,9,1,951
45079000458,3678,3167,539,179,2449,29,3,5,2628
45079000446,2846,2241,270,229,1747,27,53,4,1971
45079000426,4466,3567,777,357,2426,64,55,8,2790
45079000129,2030,1631,224,36,1356,14,15,8,1407
45071000005,857,652,112,51,482,19,4,0,540
45071000020,934,729,433,100,171,33,5,0,296
45071000001,724,532,249,60,216,21,3,2,283
45071000034,157,126,109,2,12,2,0,0,17
45071000040,1083,875,776,15,62,14,2,0,99
45071000015,2076,1761,1581,31,107,27,5,0,180
45079000448,3420,2457,1124,110,1133,46,68,8,1333
45079000126,10666,8494,3891,1891,2191,120,491,71,4603
45079000483,4592,3524,1647,265,1405,53,177,12,1877
45079000484,3436,2545,1182,155,934,50,234,4,1363
45071000002,2330,2120,1540,257,296,23,11,0,580
45071000019,679,548,399,19,114,15,0,0,149
45071000042,1504,1160,789,88,269,12,1,0,371
45071000027,2131,1599,649,290,636,19,13,4,950
45079000480,2522,1896,312,71,1484,31,21,2,1584
45079000479,1810,1326,165,52,1101,10,12,2,1161
45079000102,2394,2333,1565,133,462,26,158,1,768
45079000455,2531,2070,851,62,1098,33,41,1,1219
45079000507,2530,1928,727,145,974,32,70,3,1201
45079000442,2151,1738,279,46,1406,22,7,2,1459
45079000441,1825,1482,234,26,1210,4,6,3,1248
45079000403,2585,2119,1739,74,177,34,93,3,380
45079000402,2309,1723,1213,71,241,37,162,0,510
45079000431,2515,1867,1059,79,643,40,56,3,808
45079000420,1931,1402,967,42,277,26,84,2,435
45079000478,2726,2050,443,110,1415,54,54,4,1607
45079000413,3169,2239,553,100,1504,20,74,7,1686
45079000474,3503,2603,788,145,1586,46,95,4,1815
45079000452,2980,2262,83,80,2086,24,9,0,2179
45079000440,1865,1536,703,82,719,27,21,2,833
45079000492,1883,1502,983,41,434,16,30,1,519
45079000493,1954,1494,965,57,334,26,115,1,529
45079000491,1567,1143,907,20,145,20,46,3,236
45079000109,1379,1233,119,34,1059,18,21,4,1114
45079000449,4335,3200,962,165,1966,70,105,9,2238
45079000408,3818,2876,1291,119,1387,31,65,3,1585
45079000501,3572,2677,2358,70,113,69,55,3,319
45079000421,3596,2456,1903,91,304,37,120,0,553
45079000400,2200,1725,1016,67,539,23,76,5,709
45079000513,3325,2611,544,109,1880,48,70,1,2067
45071000007,1297,884,111,88,678,22,2,0,773
45071000008,1998,1522,810,105,579,24,21,1,712
45079000123,1308,1040,806,17,170,13,33,0,234
45079000457,2326,1840,1336,65,352,40,49,5,504
45079000417,1696,1312,589,68,577,23,55,5,723
45079000118,2026,1669,478,83,1073,18,13,4,1191
45079000464,4509,3472,1418,160,1734,80,137,11,2054
45079000508,3719,2875,1404,368,908,62,172,14,1471
45079000514,3982,3350,2018,130,904,44,270,6,1332
45079000463,1758,1387,639,59,617,24,55,8,748
45079000465,2863,2255,570,143,1468,53,55,2,1685
45079000114,2026,1670,1474,48,101,12,29,1,196
45079000467,1120,821,563,19,204,24,9,1,258
45079000466,1871,1358,886,62,310,50,73,1,472
45079000468,1532,1120,647,57,374,15,35,0,473
45071000039,1027,833,578,52,193,7,2,1,255
45071000013,889,779,590,11,161,15,0,0,189
45071000036,1099,838,481,31,307,10,6,0,357
45071000051,1632,1282,810,42,404,22,6,0,472
45071000028,1504,1207,915,23,245,13,10,2,292
45079000462,2478,2028,871,81,1032,37,20,4,1157
45079000113,2788,2332,1962,94,173,35,64,10,370
45079000494,3706,2931,1584,116,1106,54,67,14,1347
45079000450,4179,3211,660,83,2408,33,55,12,2551
45079000459,1070,927,503,28,374,5,17,2,424
45079000406,2980,2377,1672,92,493,48,84,11,705
45079000430,1995,1652,1396,39,165,25,38,8,256
45079000131,1728,1494,236,45,1200,20,13,0,1258
45079000103,2011,1654,1074,41,475,27,48,8,580
45079000405,3208,2668,240,83,2340,37,19,2,2428
45079000415,2288,1695,85,73,1523,23,14,0,1610
45079000427,1046,885,12,18,860,16,1,0,873
45079000122,2175,1727,169,68,1487,11,8,6,1558
45079000439,3481,2811,1238,124,1337,45,78,16,1573
45079000472,1784,1276,574,56,586,25,40,4,702
45079000125,2579,1965,1660,121,146,20,17,1,305
45023000001,2059,1568,810,29,699,26,5,0,758
45023000003,1237,1018,672,11,315,13,3,5,346
45023000011,2436,1867,1268,46,492,42,16,3,599
45079000497,4584,3231,682,175,2196,66,176,14,2549
45079000454,2991,2011,277,109,1544,28,71,16,1734
45079000509,5427,4054,674,189,3067,43,115,6,3380
45027000016,1615,1469,559,45,866,11,1,0,910
45027000019,349,284,96,15,170,3,1,0,188
45027000006,2116,1812,1051,51,677,38,12,1,761
45027000020,2784,2431,1533,45,775,51,19,5,898
45027000021,565,482,146,5,325,5,1,0,336
45079000506,1467,1231,929,55,187,21,52,4,302
45079000410,3590,2665,826,134,1628,53,67,2,1839
45079000411,3750,2939,795,255,1729,46,187,13,2144
45079000460,4819,3560,598,417,2389,69,154,1,2962
45079000445,3359,2581,413,242,1785,70,124,2,2168
45059000007,1703,1357,875,44,398,26,20,0,482
45059000001,1037,795,288,28,461,0,6,0,507
45059000006,1848,1502,1097,52,315,22,14,2,405
45059000004,1308,997,226,25,733,14,13,0,771
45059000005,2349,1864,1170,186,490,27,31,0,694
45079000433,2035,1552,785,100,591,50,45,4,767
45079000471,1534,1267,728,61,373,21,84,0,539
45063000054,2730,2274,1583,85,458,53,120,7,691
45079000503,4099,3106,819,163,2053,37,62,6,2287
45089000022,474,382,130,4,246,2,2,1,252
45089000014,3978,3126,1426,34,1566,36,63,3,1700
45035000049,1644,1280,923,40,260,29,26,10,357
45035000092,1166,949,859,8,52,12,12,2,90
45035000043,2214,1666,1208,73,288,57,48,4,458
45035000072,4762,3249,2254,125,745,79,43,11,995
45035000107,1273,924,722,39,97,42,10,4,202
45035000073,2190,1715,1156,81,361,30,88,4,559
45035000063,3361,2591,1531,197,642,58,176,12,1060
45079000511,1598,1324,495,47,758,29,4,1,829
45079000423,1502,1205,140,18,1045,22,5,0,1065
45079000496,2109,1734,656,78,940,43,46,2,1078
45079000104,1969,1776,1225,37,453,29,33,2,551
45079000515,5058,3767,892,823,1873,94,157,28,2875
45079000447,2553,1988,887,76,976,50,23,5,1101
45079000106,1834,1534,926,56,501,30,21,3,608
45059000013,2759,2349,1679,76,529,20,43,2,670
45059000022,4556,3378,2228,313,737,91,11,6,1150
45045000337,8550,5966,4439,482,649,105,266,14,1527
45083000027,1977,1555,1315,91,111,33,4,2,240
45079000453,6737,4889,2711,209,1773,53,184,17,2178
45015000002,350,276,240,11,12,9,3,0,36
45015000035,1586,1217,1017,36,120,24,12,2,200
45015000085,3422,2410,1422,130,743,50,96,7,988
45015000088,42,35,32,0,0,2,1,1,3
45015000093,2566,1805,935,109,663,41,53,8,870
45015000098,0,0,0,0,0,0,0,0,0
45015000029,2245,1746,1587,37,82,28,9,1,159
45015000096,306,224,213,3,1,3,4,0,11
45015000001,1230,977,487,4,464,19,2,1,490
45015000087,3803,2849,1490,230,947,55,101,7,1359
45015000099,6,5,4,0,1,0,0,0,1
45015000057,3754,2690,1430,175,800,48,193,12,1260
45015000058,4026,2947,1517,282,912,54,182,20,1430
45015000054,2179,1678,795,179,547,85,84,11,883
45015000012,2858,2353,2085,148,25,12,67,6,268
45015000063,3549,2620,2286,103,103,57,57,6,334
45015000064,3772,3016,2250,140,497,43,70,0,766
45015000062,4103,3206,2853,115,55,35,118,7,353
45059000018,2938,2153,1332,188,542,64,21,11,821
45059000029,919,737,661,7,52,7,5,0,76
45059000015,2086,1585,661,34,846,30,6,1,924
45057000009,3126,2302,1176,225,865,29,8,0,1126
45057000023,1176,921,600,28,272,18,5,0,321
45057000026,1302,1041,774,47,195,18,9,1,267
45057000013,1550,1251,870,19,334,17,6,1,381
45023000018,1533,1205,904,53,199,34,6,5,301
45059000002,964,676,184,29,444,13,3,0,492
45059000003,2155,1544,711,220,611,21,5,2,833
45059000009,2870,2127,1328,321,437,55,8,4,799
45059000020,2098,1664,1053,139,423,39,8,0,611
45059000010,1644,1252,846,83,269,44,5,1,406
45029000024,901,702,542,16,92,56,2,0,160
45029000029,1918,1480,767,45,628,19,30,1,713
45029000019,1754,1195,569,29,529,32,42,1,626
45029000015,948,771,414,9,329,18,7,0,357
45029000025,1245,1026,453,17,531,25,0,1,573
45029000031,1960,1505,337,25,1134,17,4,0,1168
45029000040,2119,1600,871,65,625,44,3,3,729
45029000032,2161,1723,1101,63,479,47,41,5,622
45029000036,2136,1665,1246,62,309,23,26,2,419
45029000017,2134,1638,1063,46,479,37,6,3,575
45059000014,3039,2296,1782,105,346,52,10,1,514
45029000033,404,312,204,4,100,1,1,2,108
45079000505,2620,1945,1743,52,76,28,25,9,202
45079000504,2866,2119,1868,44,103,17,76,0,251
45079000105,8651,8406,6360,431,757,76,796,10,2046
45089000011,1974,1599,578,20,979,10,14,2,1021
45015000027,716,574,292,4,267,9,2,0,282
45015000034,2159,1612,1233,62,279,28,8,1,379
45015000070,2162,1521,874,89,499,26,17,5,647
45015000031,3070,2409,1480,41,826,32,28,2,929
45015000049,3703,2678,1686,111,753,62,47,7,992
45015000084,3499,2595,1626,238,574,62,111,9,969
45015000086,1017,739,447,60,180,15,42,0,292
45015000097,2619,2058,1559,138,253,36,73,10,499
45015000007,1522,1236,336,48,821,17,16,4,900
45015000038,2055,1446,932,148,247,64,31,10,514
45015000040,2109,1542,960,120,378,36,36,4,582
45015000071,1991,1505,941,110,388,62,35,1,564
45015000045,2110,1754,1308,56,185,30,171,1,446
45015000047,3016,2263,1291,394,400,87,112,6,972
45015000073,1899,1449,1064,87,194,27,70,2,385
45015000072,2595,2072,1350,180,417,55,74,0,722
45015000066,3657,2616,1489,296,682,78,90,1,1127
45057000010,4299,3090,1501,307,1227,68,15,1,1589
45057000005,2160,1632,345,104,1169,18,10,1,1287
45057000018,3857,2947,1746,256,899,50,11,3,1201
45057000041,1738,1421,1093,47,239,27,20,5,328
45057000033,1761,1359,1039,126,148,11,34,1,320
45057000035,5711,4298,3088,382,511,73,223,12,1210
45057000032,4291,3091,2317,242,329,47,143,1,774
45057000021,4742,3514,2447,387,352,77,229,2,1067
45023000026,1813,1356,856,11,456,26,8,1,500
45023000031,2099,1594,814,41,706,38,22,1,780
45023000033,1654,1262,884,36,313,21,2,0,378
45007000045,855,683,579,17,65,20,1,0,104
45057000038,6426,4715,3476,370,695,60,122,8,1239
45057000036,1601,1505,1310,39,105,25,18,0,195
45057000019,2459,2213,1231,64,869,40,7,0,982
45035000109,2002,1406,915,90,238,34,126,7,491
45035000076,6235,4277,2338,381,1167,59,317,16,1939
45035000102,2264,1574,909,116,464,34,54,7,665
45057000007,3035,2351,2059,41,192,44,20,1,292
45057000022,1729,1368,1202,15,126,15,4,0,166
45061000004,970,775,158,11,594,12,2,1,617
45061000008,781,607,246,19,333,10,0,0,361
45085000116,1262,1017,600,18,384,15,4,0,417
45089000016,2843,2269,159,10,2093,5,10,0,2110
45089000015,1608,1152,67,19,1070,19,12,5,1085
45089000004,418,362,167,2,192,8,1,0,195
45035000048,2965,2271,1175,110,889,81,44,2,1096
45035000069,2971,2186,1538,81,465,54,25,3,648
45035000031,1452,1179,697,32,413,38,9,2,482
45035000027,1711,1369,648,27,665,22,10,3,721
45089000002,1078,850,352,6,487,6,2,1,498
45089000009,466,362,243,4,110,3,1,1,119
45089000005,1032,834,279,13,541,5,3,1,555
45089000013,1632,1308,274,6,1014,10,5,1,1034
45035000044,2367,1804,1536,78,113,33,43,2,268
45035000029,1344,1078,625,22,415,9,6,1,453
45035000028,1184,932,540,7,361,24,3,1,392
45035000026,1053,816,492,11,277,24,13,2,324
45089000008,1645,1342,241,21,1075,14,2,1,1101
45089000029,2542,2288,441,231,1598,36,16,3,1847
45085000153,2088,1391,829,177,260,27,87,28,562
45085000105,2498,1927,1097,54,668,57,51,7,830
45085000110,1610,1296,799,79,320,43,63,1,497
45023000004,918,750,535,14,191,7,3,0,215
45023000030,1439,1070,304,15,729,14,10,0,766
45035000096,836,616,394,39,156,14,14,1,222
45023000013,1120,922,731,15,147,26,4,0,191
45085000128,1213,826,152,46,626,10,1,0,674
45085000127,1967,1393,284,70,1029,18,3,1,1109
45085000131,1222,957,93,40,840,13,0,0,864
45085000108,614,478,94,11,360,11,2,1,384
45085000126,1774,1219,181,99,939,19,2,2,1038
45007000066,1107,923,865,16,31,12,1,0,58
45007000071,3465,2675,2072,116,428,51,8,2,603
45035000104,2136,1645,860,90,619,37,48,8,785
45035000038,2082,1534,703,115,626,48,45,6,831
45035000095,1186,962,414,11,511,16,10,2,548
45027000007,864,665,314,20,321,11,8,0,351
45027000011,1042,787,256,12,513,10,6,0,531
45085000130,1084,813,64,8,736,15,1,0,749
45085000152,3117,2378,1065,80,1105,31,104,5,1313
45085000155,1849,1521,891,30,559,21,20,2,630
45007000015,1232,931,825,29,54,20,1,0,106
45007000064,4138,2999,2630,96,119,93,25,0,369
45077000131,2186,1725,1541,55,52,50,18,0,184
45077000156,1768,1371,1217,65,37,31,6,1,154
45007000013,3108,2423,1957,58,315,69,13,0,466
45007000053,4750,3822,2651,154,809,93,106,3,1171
45077000101,2016,1647,1283,70,205,28,59,2,364
45035000105,1332,944,603,51,225,41,25,1,341
45035000066,3470,2407,1749,103,418,41,74,1,658
45035000087,1008,804,605,28,129,24,16,3,199
45035000079,2266,1696,1160,96,352,37,59,4,536
45035000034,1268,1018,535,51,258,167,6,1,483
45015000024,2729,2330,1113,55,1119,32,7,0,1217
45035000101,2001,1791,624,53,1085,30,11,0,1167
45089000032,341,270,212,0,56,3,0,0,58
45089000030,534,412,290,10,106,8,3,2,122
45089000018,986,793,85,5,694,8,6,3,708
45035000090,2849,2110,1320,210,447,86,42,5,790
45035000108,2321,1581,1100,89,292,61,45,0,481
45035000042,3521,2658,2178,111,265,68,37,4,480
45087000003,1576,1242,905,9,298,18,5,5,337
45087000018,1651,1270,545,13,700,6,5,3,725
45087000011,1352,1097,780,16,275,19,5,0,317
45087000023,380,311,231,1,76,4,0,0,80
45015000082,5590,4682,3281,632,468,74,247,38,1401
45015000081,3030,2279,993,285,743,52,174,7,1286
45015000100,957,755,378,46,177,28,110,1,377
45015000068,2829,2207,1632,204,245,57,78,10,575
45087000012,936,762,654,3,77,27,3,3,108
45089000006,1016,790,537,30,220,5,4,0,253
45015000011,1630,1331,824,28,430,32,13,0,507
45015000069,1770,1439,409,22,980,30,6,3,1030
45015000026,1972,1536,760,50,696,22,4,0,776
45015000030,1324,1046,702,10,320,10,3,1,344
45015000003,1892,1470,993,21,425,21,12,0,477
45015000037,1755,1422,291,12,1111,14,5,2,1131
45007000068,3080,2364,2052,129,91,78,10,1,312
45007000070,4799,3645,3038,189,286,89,27,7,607
45007000062,4165,3145,2688,112,187,94,53,0,457
45007000057,1486,1266,1185,23,25,26,4,0,81
45007000111,2832,2190,1737,54,347,38,23,0,453
45007000011,3376,2632,2007,89,465,61,11,1,625
45007000039,2192,1646,1402,16,207,13,8,0,244
45007000010,586,455,426,7,9,7,5,0,29
45001000012,1906,1474,1234,20,186,23,3,5,240
45001000006,730,602,499,9,77,14,0,0,103
45007000042,2001,1617,1484,22,64,38,9,2,133
45001000013,1572,1292,1140,12,95,28,12,3,152
45007000058,1172,928,736,17,161,10,5,1,192
45015000042,2059,1582,337,14,1192,32,15,1,1245
45015000079,3979,2921,942,565,1115,117,175,6,1979
45015000080,3114,2275,1045,581,403,69,188,6,1230
45015000077,2960,1981,1480,89,213,27,161,5,501
45015000078,2732,2009,1492,148,185,34,117,6,517
45015000076,1863,1449,912,155,291,44,50,1,537
45015000023,2486,1920,982,506,333,41,61,3,938
45015000022,2578,1958,1261,337,241,45,61,3,697
45015000067,3894,2777,1818,183,599,79,112,12,959
45015000060,1511,1071,530,65,418,29,25,6,541
45015000008,2474,1953,1514,116,135,105,42,2,439
45015000094,2005,1479,935,68,404,43,24,4,544
45015000059,3433,2345,1174,152,879,56,93,9,1171
45015000090,2008,1522,1211,75,134,33,58,6,311
45085000125,2173,1583,331,62,1165,27,18,2,1252
45085000158,1316,1030,693,25,274,12,22,3,337
45015000009,1460,1096,840,89,109,22,40,1,256
45015000083,2172,1661,1105,128,308,38,51,7,556
45015000092,3345,2441,1187,225,925,61,66,7,1254
45007000069,893,685,549,18,93,13,6,0,136
45027000022,1385,1096,219,25,845,12,6,0,877
45027000014,2131,1583,236,42,1283,10,15,1,1347
45015000041,488,399,278,4,114,4,0,0,121
45051000109,3853,3339,2965,119,134,55,32,8,374
45051000219,2697,2471,2332,45,27,32,22,2,139
45051000163,1328,1007,757,24,198,27,4,2,250
45051000138,2768,2499,2332,40,31,72,18,0,167
45051000231,2309,2102,1875,69,75,25,43,5,227
45051000232,3298,3040,2655,127,108,35,72,2,385
45051000154,1778,1603,1329,72,90,50,38,3,274
45051000168,2021,1579,1129,57,383,26,4,1,450
45015000044,4310,2861,1410,592,690,104,34,5,1451
45015000074,2648,1977,1053,199,596,69,54,13,924
45015000033,3461,2527,1179,84,1156,98,31,8,1348
45085000156,2515,1870,862,113,769,62,83,3,1008
45085000150,2392,1779,1373,17,329,46,8,3,406
45085000111,2366,1777,998,48,644,34,43,1,779
45085000124,1061,879,632,27,201,13,12,2,247
45085000102,652,541,88,14,431,5,7,0,453
45089000024,611,518,82,4,431,3,1,1,436
45035000070,2206,1629,1381,56,101,45,36,2,248
45007000049,3379,2673,1955,56,590,61,10,1,718
45007000024,2091,1737,1522,38,84,41,37,5,215
45007000033,3705,2989,2586,75,230,70,19,1,403
45015000046,3338,2587,1528,311,570,73,120,2,1059
45027000008,1025,774,609,28,130,7,0,0,165
45007000047,1751,1341,1016,57,229,36,2,4,325
45007000028,2591,1991,1628,36,233,70,14,1,363
45007000032,2953,2253,1408,252,541,40,17,1,845
45007000029,1967,1668,1529,25,73,17,13,4,139
45007000073,1193,940,891,9,23,11,1,1,49
45031000026,1978,1582,988,24,537,22,13,0,594
45041000003,1142,924,475,19,417,8,2,1,449
45051000222,6090,4869,4090,204,373,82,77,12,779
45051000165,2887,2456,2225,80,77,17,19,2,231
45015000065,5038,3224,2181,233,564,85,157,4,1043
45015000091,3131,1975,1419,106,334,31,73,3,556
45015000048,1636,1223,525,46,563,70,24,2,698
45015000089,1877,1793,1645,35,66,25,19,2,148
45015000101,459,301,217,25,49,4,8,0,84
45057000011,1954,1497,1010,16,425,35,2,1,487
45057000004,790,621,428,9,172,7,2,0,193
45057000015,2024,1594,1356,18,197,24,6,2,238
45023000009,1611,1274,1001,30,201,30,10,1,273
45023000015,1228,973,748,22,169,30,2,1,225
45023000021,1946,1501,986,35,406,47,13,0,515
45023000022,1972,1522,1055,41,348,44,25,0,467
45035000056,620,482,347,24,88,13,7,1,135
45045000306,2296,1795,1190,266,277,55,24,0,605
45045000218,2136,1482,1401,21,21,15,23,1,81
45031000001,2372,1897,1200,29,646,24,1,0,697
45031000041,2283,1776,1126,35,581,30,6,1,650
45031000038,3945,3127,1928,41,1075,58,41,4,1199
45031000019,2061,1544,796,49,681,24,18,1,748
45031000017,3295,2520,1683,36,717,36,45,0,837
45045000260,2728,2083,1381,158,481,50,28,3,702
45045000346,2435,1879,1411,123,226,96,10,2,468
45045000286,3378,2661,2398,80,82,81,20,5,263
45045000259,5157,3906,2392,339,1087,64,32,3,1514
45015000032,2658,2029,1023,101,820,65,20,4,1006
45007000000,2489,1770,704,102,937,21,6,7,1066
45007000038,933,749,643,29,54,15,6,1,106
45007000051,1434,1097,960,49,37,41,6,1,137
45047000044,1679,1332,1113,27,105,15,72,1,219
45047000029,710,595,468,16,93,5,4,0,127
45047000009,928,737,668,3,43,9,5,0,69
45047000003,3385,2942,1808,147,928,32,38,1,1134
45047000007,2396,1880,645,278,952,32,20,1,1235
45047000035,1245,1022,681,34,260,12,32,2,341
45047000022,315,255,161,14,79,4,0,0,94
45047000025,1211,1009,479,23,491,9,9,0,530
45089000010,701,529,437,8,61,24,3,0,92
45015000095,2502,1991,1627,136,91,78,37,5,364
45015000014,3611,2758,1665,210,586,83,107,10,1093
45007000041,2661,2085,1808,33,176,54,10,0,277
45007000061,1232,975,805,5,135,29,2,0,170
45045000269,2193,1969,1871,29,23,35,5,2,98
45077000119,2141,1781,1667,34,27,39,8,1,114
45061000014,256,213,39,0,174,1,1,1,174
45061000017,458,377,84,2,283,2,8,0,293
45051000137,342,245,207,15,19,4,0,0,38
45051000104,3011,2267,1941,43,237,33,9,2,326
45015000013,2513,1848,1624,47,116,17,40,5,224
45015000061,2658,1876,1699,41,68,15,45,2,177
45015000005,3890,3047,1722,191,846,61,147,8,1325
45015000043,2178,1663,885,24,687,62,8,6,778
45047000020,945,776,655,18,88,9,5,3,121
45047000013,1198,876,756,16,87,15,6,1,120
45047000046,1154,894,687,11,180,13,5,1,207
45061000001,695,585,395,13,148,20,2,1,190
45051000189,2273,1795,927,65,763,35,21,5,868
45051000117,3667,2611,961,439,889,47,262,6,1650
45051000173,2458,2093,1801,71,114,25,64,0,292
45061000019,1164,919,256,6,648,5,4,0,663
45061000002,896,705,461,19,208,17,2,1,244
45061000009,526,444,65,7,376,3,0,0,379
45061000012,758,635,75,3,549,7,8,3,560
45047000049,1709,1362,1088,41,169,23,28,1,274
45047000008,1255,1024,626,71,322,9,1,0,398
45051000143,1597,1207,839,29,310,29,4,0,368
45061000016,628,500,286,6,204,4,0,2,214
45075000124,680,493,326,4,152,7,4,0,167
45075000139,1769,1446,814,30,538,53,11,1,632
45075000126,904,715,486,3,204,15,3,1,229
45045000349,2680,2137,1805,148,124,44,22,4,332
45045000303,3075,2506,1546,206,520,32,191,1,960
45045000251,2632,2086,1562,159,236,37,94,13,524
45045000297,4944,4058,2978,515,452,100,62,5,1080
45047000048,1706,1404,941,53,359,19,32,0,463
45035000077,3087,2148,611,222,1208,51,62,14,1537
45045000302,3984,3262,2177,382,543,66,101,8,1085
45045000249,2313,1732,1573,43,49,19,45,2,159
45045000282,2654,1937,1404,118,178,24,208,0,533
45045000332,4337,3298,1976,459,755,74,54,2,1322
45045000350,2213,1749,1473,85,128,41,15,2,276
45045000367,2462,1979,1299,229,372,41,39,2,680
45083000033,2380,1756,420,336,965,47,14,3,1336
45047000010,1061,850,544,11,245,22,33,2,306
45047000005,1200,872,222,111,528,14,10,0,650
45047000033,1192,978,768,32,167,6,7,0,210
45061000021,221,193,128,1,63,2,1,0,65
45047000023,216,177,126,8,40,1,0,0,51
45047000031,344,282,182,10,80,2,3,0,100
45007000083,2459,1844,520,142,1142,57,7,4,1324
45007000018,2437,1896,1619,65,146,44,1,0,277
45007000054,1663,1273,1090,48,101,21,6,1,183
45045000295,5218,3902,2594,234,934,89,32,5,1308
45007000025,3590,2931,2029,117,621,46,124,8,902
45007000084,2878,2305,1743,123,368,44,29,8,562
45031000018,1751,1360,41,1,1317,4,1,0,1319
45031000012,1999,1565,598,11,918,20,4,1,967
45031000032,1364,1066,720,17,323,8,2,1,346
45031000020,3642,2857,2355,37,351,57,57,0,502
45031000002,843,660,137,26,483,4,0,0,523
45045000284,5928,4233,1705,1807,645,151,33,9,2528
45045000256,4688,3681,2590,462,430,80,131,7,1091
45045000275,2888,2299,1930,58,167,78,19,1,369
45051000113,3035,2689,2369,92,129,60,27,2,320
45051000215,1094,898,784,29,65,23,5,0,114
45051000123,2167,1730,1214,63,396,37,10,1,516
45051000218,3104,2930,2720,63,66,38,24,3,210
45051000151,5234,4128,2681,106,1211,71,40,3,1447
45051000174,3233,2868,2460,99,180,77,48,5,408
45051000175,4312,3540,2592,207,637,69,26,3,948
45051000225,2452,2080,1694,56,253,36,35,2,386
45051000161,4425,3940,3395,151,250,84,48,9,545
45051000170,1747,1582,1370,66,97,8,28,0,212
45051000216,6674,5392,4124,454,602,124,110,5,1268
45051000171,2332,1977,1488,152,241,44,53,0,489
45051000191,1749,1358,923,61,319,36,7,0,435
45051000177,1514,1206,973,47,129,25,23,1,233
45047000034,1145,953,857,16,57,10,12,0,96
45047000050,1271,1042,897,12,103,30,8,2,145
